School_ID;Student_ID;Attendance;Tutoring_Sessions;Teacher_Quality;School_Type;Distance_from_Home;Previous_Scores;Exam_Score
634;634;72;2;Medium;Public;Far;74;67
635;635;81;1;Medium;Private;Moderate;73;63
636;636;75;3;High;Public;Near;81;65
637;637;83;2;Medium;Public;Moderate;83;67
638;638;65;0;Medium;Public;Near;62;80
639;639;100;2;Medium;Public;Far;68;68
640;640;77;2;High;Public;Moderate;57;63
641;641;74;1;Medium;Private;Moderate;56;64
642;642;88;3;Low;Public;Near;91;73
643;643;75;2;High;Public;Near;88;66
644;644;93;2;Medium;Public;Moderate;72;66
645;645;78;0;Medium;Public;Moderate;55;66
646;646;89;4;Low;Public;Near;72;69
647;647;64;1;High;Public;Far;65;59
648;648;94;0;Medium;Private;Near;89;68
649;649;89;1;Medium;Private;Moderate;55;67
650;650;68;1;Medium;Public;Moderate;73;64
651;651;66;0;Low;Private;Near;80;65
652;652;73;1;Medium;Public;Near;99;68
653;653;99;0;Medium;Public;Moderate;54;70
654;654;70;2;High;Public;Near;56;62
655;655;78;1;Medium;Private;Near;99;72
656;656;61;1;Medium;Private;Moderate;70;62
657;657;76;1;Medium;Public;Moderate;87;68
658;658;83;3;High;Private;Near;89;69
659;659;98;3;High;Public;Near;66;73
660;660;81;3;Medium;Private;Near;61;69
661;661;93;1;Medium;Public;Moderate;64;67
662;662;82;2;Low;Private;Near;88;65
663;663;62;2;Medium;Public;Moderate;92;63
664;664;73;2;Medium;Public;Moderate;85;66
665;665;83;1;High;Public;Near;72;66
666;666;98;0;High;Public;Near;63;70
667;667;94;2;Medium;Public;Far;71;69
668;668;69;1;Medium;Public;Near;96;70
669;669;69;2;High;Private;Moderate;93;58
670;670;68;3;Medium;Private;Far;66;67
671;671;97;1;;Public;Far;66;73
672;672;94;0;Medium;Public;Near;89;66
673;673;91;0;Medium;Public;Near;71;70
674;674;76;1;Medium;Private;Far;79;67
675;675;80;1;Low;Private;Moderate;71;60
676;676;79;1;Low;Public;Near;62;65
677;677;70;0;High;Private;Near;59;63
678;678;80;1;High;Private;Near;57;72
679;679;61;0;Medium;Private;Moderate;51;62
680;680;65;6;High;Public;Near;64;70
681;681;95;2;High;Public;Moderate;59;70
682;682;90;0;Medium;Public;Moderate;63;64
683;683;77;3;Medium;Public;Moderate;54;64
684;684;81;0;High;Private;Moderate;67;67
685;685;75;1;High;Public;Moderate;76;64
686;686;90;1;High;Public;Near;97;72
687;687;91;0;Medium;Private;Near;67;66
688;688;91;2;Medium;Public;Moderate;52;66
689;689;89;0;High;Public;Near;68;71
690;690;68;5;Medium;Public;Near;91;66
691;691;74;2;High;Public;Near;67;64
692;692;79;0;Medium;Private;Near;65;66
693;693;73;1;Medium;Public;Moderate;96;62
694;694;90;4;Medium;Public;Moderate;65;70
695;695;73;3;High;Private;Near;99;69
696;696;66;2;Medium;Private;Moderate;92;65
697;697;76;2;High;Public;Near;84;70
698;698;99;0;Medium;Public;Moderate;80;70
699;699;69;1;High;Public;Near;61;67
700;700;84;2;High;Public;Moderate;87;69
701;701;77;0;High;Public;Near;67;62
702;702;63;1;Medium;Private;Near;74;67
703;703;80;0;Medium;Public;Moderate;55;65
704;704;88;0;Medium;Public;Near;65;65
705;705;81;1;;Public;Far;76;65
706;706;95;3;Medium;Public;Moderate;73;69
707;707;72;4;Medium;Public;Near;67;63
708;708;63;3;Medium;Public;Moderate;74;66
709;709;97;0;Medium;Public;Near;87;67
710;710;75;1;Medium;Public;Near;73;69
711;711;83;1;High;Public;Far;75;67
712;712;92;1;High;Private;Near;85;70
713;713;73;2;Medium;Private;Moderate;92;67
714;714;89;2;Medium;Public;Near;76;70
715;715;65;0;Low;Private;Moderate;97;65
716;716;72;0;High;Public;Near;68;63
717;717;66;0;Medium;Public;Near;63;64
718;718;92;1;Medium;Public;Far;85;69
719;719;69;1;Medium;Public;Near;59;60
720;720;89;3;Medium;Public;Moderate;95;69
721;721;98;4;Medium;Private;Near;69;72
722;722;81;1;Medium;Public;Near;85;63
723;723;82;0;Medium;Private;Moderate;79;63
724;724;78;0;Medium;Public;Near;53;66
725;725;73;6;High;Public;Near;85;70
726;726;79;1;Medium;Public;Far;90;68
727;727;84;2;Medium;Private;Moderate;99;69
728;728;99;0;High;Public;Near;71;72
729;729;98;1;Low;Private;Near;75;67
730;730;94;1;Medium;Public;Moderate;94;68
731;731;96;1;Medium;Private;Far;63;70
732;732;79;5;High;Public;Far;59;68
733;733;86;2;Medium;Public;Moderate;57;69
734;734;96;1;Medium;Private;Near;99;68
735;735;76;0;Medium;Public;Far;64;66
736;736;98;1;Medium;Public;Moderate;88;72
737;737;77;2;High;Public;Near;72;67
738;738;84;3;High;Public;Near;62;70
739;739;88;1;High;Private;Near;96;73
740;740;98;1;Low;Public;Moderate;73;73
741;741;70;1;Low;Public;Near;78;60
742;742;90;2;High;Public;Near;61;67
743;743;81;3;High;Private;Near;66;69
744;744;71;1;Medium;Public;Near;87;65
745;745;91;2;Medium;Public;Near;67;70
746;746;82;3;;Public;Moderate;75;68
747;747;86;1;High;Private;Near;56;66
748;748;73;1;High;Public;Far;93;65
749;749;79;1;Medium;Public;Moderate;87;64
750;750;85;1;Medium;Public;Far;88;67
751;751;76;3;Medium;Private;Moderate;59;65
752;752;68;1;Low;Private;Near;75;64
753;753;98;0;Low;Public;Near;51;67
754;754;80;2;Medium;Public;Near;66;70
755;755;89;3;Low;Private;Far;67;63
756;756;76;1;Medium;Private;Near;96;71
757;757;74;2;Low;Private;Near;100;68
758;758;76;0;High;Private;Moderate;81;67
759;759;76;1;High;Public;Far;76;67
760;760;82;0;High;Public;Moderate;72;68
761;761;82;1;Medium;Public;Moderate;51;66
762;762;80;0;Medium;Public;Near;90;68
763;763;65;0;Medium;Public;Moderate;84;70
764;764;80;5;Low;Public;Near;82;67
765;765;67;2;High;Private;Moderate;90;67
766;766;65;2;Medium;Public;Near;96;62
767;767;97;0;Low;Public;Near;69;67
768;768;84;4;Medium;Public;Far;71;70
769;769;86;4;High;Private;Near;99;72
770;770;76;2;Medium;Private;Moderate;83;70
771;771;96;2;Medium;Public;Moderate;93;94
772;772;86;2;Medium;Public;Moderate;61;66
773;773;91;2;High;Public;Near;66;69
774;774;75;0;Low;Private;Near;70;68
775;775;98;2;Medium;Public;Moderate;66;71
776;776;93;4;High;Public;Moderate;94;69
777;777;94;2;Medium;Public;Near;76;67
778;778;67;2;Medium;Private;Near;98;64
779;779;71;1;Low;Private;Near;66;63
780;780;71;2;Medium;Private;Far;52;66
781;781;71;2;Medium;Public;Near;57;66
782;782;94;3;High;Public;Near;61;69
783;783;61;4;Medium;Public;Moderate;82;64
784;784;63;1;Medium;Public;Near;59;62
785;785;71;3;Medium;Public;Far;69;66
786;786;68;4;High;Private;Near;90;70
787;787;69;2;Medium;Private;Near;56;67
788;788;92;0;Low;Public;Near;54;68
789;789;83;0;Medium;Public;Near;77;67
790;790;60;0;High;Public;Near;85;62
791;791;77;1;Medium;Private;Near;96;67
792;792;76;0;Medium;Public;Near;83;68
793;793;65;2;High;Private;Moderate;97;64
794;794;87;2;Medium;Public;Near;62;64
795;795;88;2;Low;Public;Far;67;66
796;796;89;2;High;Public;Moderate;92;72
797;797;89;2;Medium;Public;Near;91;72
798;798;60;2;Low;Public;Near;83;66
799;799;98;4;Medium;Private;Near;75;72
800;800;93;1;Medium;Public;Near;51;69
801;801;96;2;Medium;Private;Near;64;72
802;802;61;1;High;Public;Near;58;60
803;803;97;0;Medium;Public;Moderate;53;69
804;804;92;0;Low;Public;Near;89;68
805;805;93;3;High;Private;Near;57;69
806;806;64;1;Medium;Public;Near;68;62
807;807;90;2;High;Public;Moderate;99;71
808;808;98;1;Medium;Private;Near;70;70
809;809;87;2;High;Private;Moderate;57;68
810;810;83;1;High;Public;Near;84;68
811;811;98;1;Medium;Private;Far;90;70
812;812;78;0;Medium;Private;Near;64;65
813;813;84;0;High;Public;Far;90;73
814;814;79;0;High;Public;Moderate;64;66
815;815;97;2;Low;Public;Near;85;71
816;816;63;2;Medium;Public;Near;56;62
817;817;80;2;Medium;Private;Near;71;68
818;818;87;1;High;Public;Far;76;70
819;819;92;0;Medium;Public;Moderate;86;68
820;820;83;2;High;Public;Near;83;71
821;821;96;2;Low;Public;Near;93;70
822;822;98;1;Medium;Public;Near;59;72
823;823;63;2;High;Public;Moderate;83;69
824;824;76;1;Low;Public;Moderate;56;63
825;825;61;0;Medium;Public;Near;74;62
826;826;73;2;High;Private;Near;76;68
827;827;81;2;Medium;Public;Near;51;70
828;828;96;1;Medium;Private;Near;54;69
829;829;94;2;Medium;Private;Near;92;68
830;830;65;2;Medium;Public;Near;64;65
831;831;64;3;Medium;Private;Near;67;59
832;832;84;3;Medium;Public;Far;82;66
833;833;81;0;Medium;Public;Moderate;61;64
834;834;71;5;High;Public;Far;60;63
835;835;96;5;High;Public;Near;71;72
836;836;97;0;Medium;Public;Moderate;53;67
837;837;76;2;Medium;Public;Moderate;96;94
838;838;96;2;Medium;Public;Near;97;70
839;839;75;0;High;Public;Near;72;66
840;840;89;4;Medium;Public;Moderate;60;69
841;841;79;2;Medium;Public;Far;74;64
842;842;65;1;High;Private;Near;55;63
843;843;97;1;High;Public;Near;70;71
844;844;78;1;Medium;Public;Moderate;54;65
845;845;89;1;Medium;Public;Far;85;68
846;846;75;1;Medium;Public;Moderate;64;64
847;847;61;1;High;Public;Near;76;64
848;848;64;2;Medium;Public;Near;51;66
849;849;80;1;High;Public;Near;76;68
850;850;88;3;High;Public;Moderate;50;67
851;851;73;1;Medium;Private;Moderate;96;66
852;852;88;2;Medium;Public;Near;75;68
853;853;88;3;Low;Public;Near;55;66
854;854;88;3;Medium;Public;Far;67;71
855;855;80;4;Medium;Public;Moderate;52;71
856;856;97;0;Medium;Private;Far;77;68
857;857;80;3;Medium;Public;Near;56;64
858;858;78;3;Medium;Public;Moderate;74;67
859;859;68;0;Medium;Private;Moderate;65;64
860;860;72;3;Medium;Public;Near;88;68
861;861;62;0;High;Private;Far;74;62
862;862;85;0;High;Public;Near;92;64
863;863;70;3;High;Public;Moderate;97;70
864;864;72;0;Medium;Public;Far;98;68
865;865;91;2;High;Public;Near;63;69
866;866;73;3;Medium;Public;Moderate;88;65
867;867;70;2;Medium;Public;Near;72;67
868;868;67;2;;Public;Moderate;71;65
869;869;91;0;Medium;Public;Moderate;93;71
870;870;65;2;Medium;Public;Moderate;57;65
871;871;78;2;Medium;Public;Moderate;74;66
872;872;80;0;Low;Public;Near;80;65
873;873;87;2;Medium;Private;Near;53;65
874;874;85;1;High;Public;Near;93;68
875;875;92;2;Medium;Public;Moderate;66;68
876;876;62;0;High;Private;Near;83;67
877;877;72;3;Medium;Public;Moderate;96;65
878;878;71;2;High;Public;Near;86;66
879;879;66;0;Low;Public;Moderate;94;63
880;880;72;1;Medium;Private;;53;70
881;881;72;1;Medium;Public;Moderate;75;72
882;882;81;2;Medium;Private;Moderate;78;67
883;883;87;0;Medium;Public;Far;84;67
884;884;75;1;Medium;Public;Moderate;56;66
885;885;89;1;Low;Public;Moderate;83;66
886;886;73;2;High;Public;Far;57;69
887;887;72;0;High;Private;Moderate;53;62
888;888;82;2;Medium;Public;Near;73;66
889;889;61;0;Medium;Public;Moderate;80;64
890;890;63;1;High;Public;Moderate;98;67
891;891;77;2;Medium;Public;Near;85;71
892;892;98;1;Medium;Public;Moderate;80;73
893;893;89;0;High;Public;Moderate;61;68
894;894;64;2;High;Public;Far;58;66
895;895;94;3;High;Public;Far;80;75
896;896;89;1;High;Public;Near;61;72
897;897;84;1;Medium;Private;Near;85;68
898;898;93;1;Medium;Public;Near;56;68
899;899;76;1;Medium;Public;Near;67;69
900;900;69;1;High;Public;Moderate;89;63
901;901;80;0;High;Public;Near;92;70
902;902;82;1;Low;Private;Moderate;67;66
903;903;82;3;High;Public;Moderate;60;66
904;904;83;1;High;Private;Moderate;98;72
905;905;98;1;Low;Public;Near;88;71
906;906;96;3;Medium;Private;Near;90;72
907;907;95;4;High;Private;Near;61;69
908;908;92;2;High;Public;Near;71;71
909;909;98;3;Low;Private;Far;53;69
910;910;64;1;High;Public;Moderate;55;68
911;911;71;2;Medium;Public;Near;61;61
912;912;80;2;Low;Private;Moderate;65;68
913;913;94;0;Medium;Public;Near;100;72
914;914;80;0;Medium;Public;Moderate;71;70
915;915;90;0;High;Private;Near;85;73
916;916;66;3;Medium;Private;Moderate;95;67
917;917;70;2;Medium;Private;Near;62;65
918;918;89;1;Medium;Private;Near;57;68
919;919;67;3;Medium;Public;Near;62;65
920;920;74;1;High;Public;Near;94;97
921;921;71;1;Medium;Public;Moderate;83;66
922;922;74;2;Medium;Private;Near;73;67
923;923;88;2;Medium;Public;Moderate;91;70
924;924;75;3;Medium;Public;Moderate;62;66
925;925;82;1;High;Private;Moderate;62;69
926;926;64;2;High;Private;Moderate;78;62
927;927;92;1;Low;Public;Near;90;68
928;928;75;1;Medium;Public;Near;63;67
929;929;86;0;Medium;Public;Far;61;68
930;930;89;1;High;Private;Moderate;74;69
931;931;68;1;Medium;Private;Moderate;57;62
932;932;95;2;Medium;Public;Moderate;87;75
933;933;85;2;Low;Public;Near;79;65
934;934;77;2;High;Public;Moderate;76;63
935;935;67;1;Medium;Public;Far;94;66
936;936;98;3;Medium;Private;Near;87;71
937;937;90;0;Medium;Public;Moderate;57;66
938;938;68;2;Medium;Public;Near;71;66
939;939;74;1;High;Private;Near;66;66
940;940;92;1;Low;Public;Moderate;90;71
941;941;88;3;High;Public;Moderate;86;68
942;942;91;1;High;Private;Moderate;74;71
943;943;78;0;High;Public;Far;91;68
944;944;89;2;High;Public;Near;71;68
945;945;75;2;High;Public;Moderate;90;68
946;946;68;2;Medium;Public;Near;52;62
947;947;85;0;High;Public;Near;57;65
948;948;99;2;Low;Public;Near;88;71
949;949;72;0;Medium;Public;Moderate;56;63
950;950;78;1;Low;Public;Near;84;68
951;951;87;1;High;Public;Moderate;86;69
952;952;82;1;High;Private;Moderate;83;69
953;953;94;3;Medium;Private;Near;91;71
954;954;90;0;Medium;Public;Moderate;76;71
955;955;62;0;Medium;Private;Near;95;62
956;956;100;2;Medium;Public;Near;78;70
957;957;90;1;Low;Private;Moderate;75;70
958;958;95;2;Medium;Public;Near;75;73
959;959;86;3;Medium;Private;Moderate;96;71
960;960;94;2;Medium;Public;Moderate;62;69
961;961;64;0;Low;Private;;85;66
962;962;74;1;Medium;Private;Moderate;62;65
963;963;95;2;High;Private;Near;55;71
964;964;68;2;High;Public;Near;98;68
965;965;63;2;Medium;Private;Near;56;64
966;966;92;2;Medium;Public;Near;84;71
967;967;93;0;High;Public;Near;71;67
968;968;67;2;Medium;Public;Far;92;66
969;969;94;1;Medium;Public;Near;89;71
970;970;87;0;Medium;Public;Moderate;57;62
971;971;81;3;Medium;Public;Near;73;67
972;972;93;3;Medium;Public;Near;51;67
973;973;77;0;Medium;Public;Near;71;66
974;974;68;1;High;Private;Moderate;85;64
975;975;71;2;Medium;Public;Near;62;62
976;976;80;1;Medium;Public;Near;91;65
977;977;81;0;Medium;Public;Near;53;63
978;978;92;2;Medium;Private;Moderate;52;64
979;979;92;1;Medium;Private;Near;51;65
980;980;83;0;Medium;Public;Moderate;64;68
981;981;91;2;Medium;Public;Near;73;72
982;982;68;0;Medium;Public;Moderate;55;64
983;983;62;1;Medium;Public;Near;100;62
984;984;95;3;Medium;Private;Near;100;69
985;985;63;3;Medium;Public;Near;76;64
986;986;70;1;Medium;Public;Far;78;61
987;987;88;2;Low;Public;Near;96;72
988;988;76;1;Medium;Private;Far;88;66
989;989;95;2;Medium;Public;Near;58;69
990;990;72;2;Low;Private;Near;90;65
991;991;60;2;Medium;Public;Near;62;64
992;992;72;3;Low;Private;Near;72;62
993;993;83;1;Medium;Public;Far;77;66
994;994;75;0;Medium;Public;Moderate;86;62
995;995;81;3;High;Public;Moderate;58;66
996;996;95;2;Medium;Public;Moderate;54;70
997;997;96;3;Medium;Public;Near;93;75
998;998;71;3;Medium;Public;Far;91;67
999;999;78;4;Medium;Public;Near;76;66
1000;1000;82;2;Medium;Private;Moderate;83;71
1001;1001;98;2;High;Private;Near;86;75
1002;1002;100;1;Medium;Public;Far;74;72
1003;1003;69;2;Medium;Private;Moderate;63;64
1004;1004;89;1;Medium;Public;Far;74;65
1005;1005;75;1;Medium;Public;Near;98;67
1006;1006;60;2;High;Public;Near;92;63
1007;1007;60;1;Medium;Public;Near;73;62
1008;1008;78;2;Medium;Public;Moderate;61;69
1009;1009;80;1;Medium;Private;Moderate;94;70
1010;1010;61;0;High;Public;Near;82;63
1011;1011;87;2;Medium;Public;Near;70;71
1012;1012;72;0;Medium;Public;Near;56;63
1013;1013;82;0;Medium;Public;Moderate;88;71
1014;1014;72;0;Medium;Private;Near;66;63
1015;1015;67;0;Medium;Public;Moderate;80;68
1016;1016;76;0;High;Public;Near;78;65
1017;1017;69;0;High;Private;Near;85;66
1018;1018;81;3;Medium;Public;Far;77;66
1019;1019;68;0;High;Public;Near;82;66
1020;1020;80;0;High;Private;Near;54;65
1021;1021;66;0;Medium;Public;Near;83;66
1022;1022;87;4;Medium;Private;Near;60;67
1023;1023;90;0;Medium;Private;Moderate;70;68
1024;1024;64;2;High;Private;Near;76;68
1025;1025;79;3;Medium;Private;Moderate;84;69
1026;1026;63;1;Medium;Public;Near;87;64
1027;1027;84;0;Medium;Private;Moderate;85;67
1028;1028;71;1;Medium;Public;Moderate;55;63
1029;1029;81;3;Medium;Public;;69;67
1030;1030;81;2;High;Public;Far;64;64
1031;1031;97;0;Medium;Public;Near;70;66
1032;1032;82;2;High;Private;Near;82;65
1033;1033;83;4;Medium;Public;Moderate;60;68
1034;1034;76;0;Medium;Private;Near;75;66
1035;1035;98;0;Low;Public;Near;94;71
1036;1036;91;2;High;Private;Near;87;74
1037;1037;71;2;Medium;Public;Near;86;65
1038;1038;94;0;Medium;Public;Near;92;68
1039;1039;77;2;Medium;Private;Near;70;68
1040;1040;93;1;High;Public;Near;88;72
1041;1041;93;3;Medium;Private;Moderate;53;74
1042;1042;68;0;Medium;Public;Near;53;61
1043;1043;88;0;Low;Private;Far;67;65
1044;1044;72;0;Medium;Public;Near;60;63
1045;1045;72;1;High;Public;Moderate;76;66
1046;1046;72;2;Medium;Public;Near;59;66
1047;1047;89;2;High;Private;Near;99;73
1048;1048;69;0;High;Public;Near;93;63
1049;1049;60;0;Medium;Public;;99;68
1050;1050;89;3;High;Public;Moderate;90;73
1051;1051;67;0;Low;Private;Moderate;98;63
1052;1052;64;2;Medium;Public;Near;68;65
1053;1053;70;0;Medium;Public;Near;75;66
1054;1054;75;0;High;Public;Near;62;65
1055;1055;79;0;High;Public;Near;82;66
1056;1056;62;3;Medium;Public;Near;89;65
1057;1057;99;2;High;Private;Far;75;70
1058;1058;89;1;Medium;Public;Near;65;70
1059;1059;73;0;High;Private;Moderate;75;68
1060;1060;73;1;High;Public;Moderate;53;64
1061;1061;78;1;Medium;Public;Moderate;86;68
1062;1062;85;2;Medium;Private;Near;73;62
1063;1063;66;1;;Public;Moderate;95;68
1064;1064;68;1;Medium;Public;Moderate;96;61
1065;1065;94;1;Medium;Public;Near;56;69
1066;1066;70;3;Medium;Public;Near;100;65
1067;1067;75;2;Medium;Public;Far;98;65
1068;1068;95;3;Medium;Public;Moderate;81;72
1069;1069;87;3;High;Public;Near;91;70
1070;1070;74;1;Medium;Private;Near;51;65
1071;1071;87;3;Medium;Public;Near;99;69
1072;1072;61;1;Medium;Public;Near;73;65
1073;1073;89;3;Medium;Private;Near;95;69
1074;1074;79;2;High;Public;Near;69;65
1075;1075;93;0;Medium;Public;Moderate;89;72
1076;1076;98;0;High;Private;Moderate;71;70
1077;1077;97;0;Medium;Private;Moderate;68;64
1078;1078;96;0;Medium;Public;Near;97;67
1079;1079;80;0;High;Public;Moderate;85;69
1080;1080;74;4;Medium;Private;Near;92;70
1081;1081;79;1;High;Public;Near;77;65
1082;1082;88;1;Medium;Public;Far;96;69
1083;1083;95;5;Medium;Public;Near;87;74
1084;1084;68;1;Medium;Private;Near;54;66
1085;1085;97;1;Low;Private;Near;88;72
1086;1086;93;0;High;Private;;51;67
1087;1087;99;2;Low;Public;Moderate;91;75
1088;1088;95;3;Medium;Public;Far;67;70
1089;1089;71;1;Low;Public;Moderate;80;63
1090;1090;64;2;Medium;Private;Moderate;87;65
1091;1091;64;3;Low;Public;Moderate;82;64
1092;1092;72;2;High;Public;Moderate;84;65
1093;1093;85;2;Medium;Public;Near;95;70
1094;1094;92;0;Medium;Public;Far;69;67
1095;1095;96;0;Medium;Public;Near;77;67
1096;1096;85;1;Medium;Public;Far;59;68
1097;1097;60;4;Medium;Public;Near;73;65
1098;1098;67;2;Medium;Public;Moderate;58;61
1099;1099;64;2;Medium;Public;Moderate;82;63
1100;1100;75;2;Medium;Public;Far;66;80
1101;1101;80;2;Low;Public;Moderate;93;69
1102;1102;62;1;Medium;Public;Near;67;55
1103;1103;74;2;Medium;Private;Near;64;70
1104;1104;67;1;Medium;Public;Near;75;65
1105;1105;86;1;Medium;Public;Near;59;68
1106;1106;79;3;Medium;Public;Near;60;64
1107;1107;80;1;High;Public;Near;89;69
1108;1108;77;1;High;Public;Near;75;89
1109;1109;98;1;Medium;Private;Far;60;67
1110;1110;69;2;Low;Public;Far;52;92
1111;1111;81;1;High;Private;Near;73;67
1112;1112;89;3;Medium;Public;Near;87;70
1113;1113;82;1;High;Public;Near;68;68
1114;1114;97;0;Medium;Private;Near;62;70
1115;1115;75;3;Medium;Public;Near;70;67
1116;1116;79;0;Medium;Public;Near;98;69
1117;1117;64;0;High;Private;Near;71;67
1118;1118;84;0;Medium;Private;Near;63;69
1119;1119;72;0;Medium;Public;Near;78;63
1120;1120;66;3;;Public;Near;91;69
1121;1121;82;1;Medium;Public;Moderate;51;66
1122;1122;81;0;Medium;Public;Moderate;78;68
1123;1123;63;4;Medium;Private;Near;92;69
1124;1124;88;4;Medium;Private;Near;61;66
1125;1125;85;1;Medium;Private;Near;96;72
1126;1126;68;1;Medium;Private;Near;79;62
1127;1127;79;1;Medium;Private;Near;76;67
1128;1128;89;0;Medium;Private;Near;98;67
1129;1129;81;1;Medium;Private;Near;56;67
1130;1130;76;2;High;Public;Near;87;65
1131;1131;73;1;Medium;Public;Moderate;91;67
1132;1132;84;3;Medium;Public;Near;74;66
1133;1133;98;0;High;Public;Near;50;70
1134;1134;87;2;Medium;Public;Near;76;71
1135;1135;63;2;High;Private;Near;58;64
1136;1136;78;4;Medium;Private;Moderate;78;69
