Student_ID;Sleep_Hours;Motivation_Level;Physical_Activity;Learning_Disabilities;Gender
3658;7;Low;4;No;Female
3659;9;Medium;2;No;Female
3660;6;Medium;2;No;Female
3661;9;Medium;3;No;Female
3662;8;Medium;2;No;Female
3663;9;Medium;3;No;Female
3664;7;Low;3;No;Male
3665;7;Medium;3;No;Female
3666;10;High;3;No;Male
3667;8;High;3;No;Male
3668;7;Low;5;No;Male
3669;8;Low;4;No;Male
3670;6;Medium;5;No;Female
3671;7;Medium;1;No;Female
3672;9;Medium;5;No;Female
3673;7;Medium;4;No;Female
3674;6;Medium;5;No;Male
3675;6;Low;3;No;Female
3676;7;High;3;No;Male
3677;6;Low;4;No;Female
3678;5;Low;2;No;Male
3679;5;Low;4;No;Male
3680;9;High;4;No;Female
3681;7;Low;2;No;Female
3682;7;High;3;Yes;Female
3683;6;Low;1;No;Female
3684;6;Low;4;No;Male
3685;6;Medium;3;No;Female
3686;7;High;3;No;Female
3687;5;Medium;4;Yes;Male
3688;9;Low;2;No;Male
3689;7;High;4;No;Male
3690;7;Low;3;No;Female
3691;8;Medium;2;Yes;Male
3692;8;Medium;4;No;Male
3693;6;Low;2;No;Male
3694;8;Medium;3;No;Male
3695;8;Medium;1;No;Female
3696;7;High;2;Yes;Female
3697;9;Medium;2;No;Male
3698;8;Medium;4;No;Male
3699;8;Medium;2;No;Male
3700;9;Medium;3;No;Female
3701;7;Medium;2;No;Male
3702;7;Low;4;No;Male
3703;8;Medium;3;Yes;Female
3704;7;Medium;2;No;Male
3705;8;Medium;4;No;Female
3706;6;Low;4;No;Male
3707;4;Medium;2;No;Female
3708;8;High;4;No;Male
3709;5;Low;2;No;Male
3710;6;Medium;2;Yes;Male
3711;8;Low;3;Yes;Female
3712;8;Medium;4;No;Female
3713;9;Medium;4;Yes;Male
3714;4;Medium;1;No;Female
3715;7;Low;4;No;Female
3716;7;Medium;5;No;Female
3717;8;High;1;No;Female
3718;9;Low;3;No;Male
3719;5;Low;3;No;Female
3720;7;High;4;No;Male
3721;8;Low;2;No;Male
3722;6;Medium;3;No;Male
3723;10;Low;3;No;Female
3724;6;Low;2;No;Female
3725;7;Medium;4;No;Female
3726;5;Medium;2;No;Female
3727;7;Low;4;No;Female
3728;4;Medium;4;No;Male
3729;7;Medium;4;No;Male
3730;9;Medium;2;No;Male
3731;5;High;5;No;Male
3732;5;Medium;1;Yes;Male
3733;9;Low;2;No;Male
3734;9;Low;2;No;Female
3735;5;Medium;5;No;Female
3736;10;High;4;No;Female
3737;8;Low;3;No;Female
3738;9;High;4;Yes;Male
3739;6;Low;4;No;Female
3740;9;Low;2;No;Male
3741;7;High;2;No;Male
3742;7;Low;4;No;Female
3743;8;Medium;2;No;Male
3744;6;Medium;4;No;Male
3745;5;Low;2;No;Male
3746;7;Medium;2;No;Female
3747;7;High;3;No;Female
3748;6;Medium;5;No;Male
3749;9;Medium;2;No;Female
3750;10;Medium;3;No;Male
3751;6;Low;3;No;Male
3752;7;Medium;1;No;Male
3753;6;Medium;3;No;Female
3754;10;Medium;3;No;Male
3755;8;Medium;4;No;Male
3756;8;Low;1;No;Male
3757;9;Medium;3;No;Male
3758;7;High;3;No;Female
3759;7;Low;4;No;Male
3760;9;Low;4;No;Male
3761;8;Medium;4;No;Male
3762;6;Medium;2;No;Male
3763;6;Low;3;No;Female
3764;6;Medium;2;Yes;Male
3765;9;Medium;3;No;Male
3766;9;Low;2;No;Male
3767;10;Medium;4;No;Male
3768;6;Low;2;No;Female
3769;7;Medium;2;No;Female
3770;6;Medium;3;Yes;Female
3771;7;Medium;3;No;Male
3772;8;Low;3;No;Female
3773;7;Medium;2;No;Female
3774;9;Low;2;No;Female
3775;6;Low;2;No;Female
3776;8;Low;4;No;Female
3777;6;Low;3;No;Male
3778;4;High;4;Yes;Male
3779;5;Medium;3;No;Female
3780;7;High;3;No;Male
3781;10;Low;2;No;Female
3782;6;Medium;3;Yes;Female
3783;7;Low;2;No;Female
3784;8;Low;3;No;Male
3785;6;Medium;3;No;Male
3786;6;Medium;3;No;Male
3787;7;Low;2;No;Female
3788;6;Medium;3;No;Female
3789;4;Low;2;No;Female
3790;6;Medium;4;No;Male
3791;8;Medium;3;No;Female
3792;8;Medium;2;No;Female
3793;9;Medium;3;No;Male
3794;9;Medium;4;No;Female
3795;6;Medium;3;No;Female
3796;6;Medium;3;No;Female
3797;6;Medium;2;No;Female
3798;7;Medium;4;No;Male
3799;6;Medium;2;No;Male
3800;7;Low;2;No;Female
3801;6;High;3;No;Female
3802;8;Medium;3;No;Female
3803;6;Medium;1;No;Female
3804;6;High;4;Yes;Male
3805;8;High;2;No;Female
3806;8;Medium;2;Yes;Male
3807;7;Low;5;No;Male
3808;8;Medium;4;No;Male
3809;8;Low;2;No;Female
3810;10;Medium;3;Yes;Female
3811;8;Medium;2;No;Male
3812;10;Medium;3;No;Male
3813;7;Medium;3;Yes;Female
3814;9;Medium;3;No;Female
3815;9;Low;3;No;Female
3816;7;Medium;2;Yes;Male
3817;6;Medium;3;No;Male
3818;6;Medium;2;No;Male
3819;8;High;3;No;Male
3820;5;Medium;2;No;Male
3821;6;Medium;2;No;Male
3822;9;Medium;3;No;Male
3823;8;Medium;3;No;Male
3824;4;Medium;4;No;Female
3825;5;Low;2;No;Male
3826;10;Medium;4;Yes;Male
3827;9;Medium;2;No;Female
3828;6;High;0;No;Female
3829;5;Medium;4;No;Female
3830;5;High;2;No;Female
3831;8;Low;4;No;Female
3832;10;Medium;2;Yes;Female
3833;10;High;2;No;Female
3834;5;Medium;3;No;Female
3835;7;Medium;2;No;Male
3836;6;Medium;4;No;Male
3837;7;High;3;No;Female
3838;5;High;2;No;Male
3839;6;Medium;3;No;Female
3840;6;Medium;2;No;Male
3841;8;High;3;No;Male
3842;6;Low;4;No;Female
3843;6;Medium;4;No;Male
3844;8;High;3;No;Female
3845;9;Medium;3;No;Female
3846;10;Medium;5;No;Female
3847;8;Medium;4;No;Male
3848;7;Low;3;No;Female
3849;9;High;3;No;Female
3850;9;Medium;3;No;Female
3851;8;Medium;2;No;Female
3852;5;Medium;4;No;Female
3853;9;Medium;3;No;Female
3854;8;Medium;2;No;Female
3855;6;Medium;5;Yes;Male
3856;6;Medium;3;No;Male
3857;8;Medium;4;Yes;Male
3858;4;Low;1;No;Male
3859;7;High;2;No;Female
3860;6;Medium;3;No;Male
3861;6;Low;3;No;Female
3862;6;Medium;2;No;Male
3863;5;Low;2;No;Male
3864;9;Medium;3;No;Male
3865;4;Medium;2;No;Male
3866;7;Low;3;No;Male
3867;6;Low;1;No;Male
3868;10;Low;4;No;Female
3869;7;High;2;No;Male
3870;4;Medium;3;Yes;Male
3871;8;Medium;2;No;Female
3872;5;Medium;3;No;Male
3873;8;Medium;1;No;Male
3874;8;Medium;2;No;Male
3875;9;Low;3;No;Male
3876;7;Low;3;No;Female
3877;8;Medium;5;No;Male
3878;7;High;3;No;Female
3879;6;Low;3;No;Female
3880;9;Low;2;No;Male
3881;5;Low;5;No;Female
3882;7;Medium;2;No;Male
3883;6;Low;3;No;Male
3884;8;Low;4;Yes;Male
3885;6;Medium;2;No;Male
3886;6;Low;2;No;Female
3887;7;Low;3;No;Male
3888;9;Medium;4;No;Female
3889;6;Medium;2;No;Female
3890;6;High;3;No;Male
3891;5;Medium;2;No;Female
3892;6;Low;2;Yes;Female
3893;8;Medium;2;No;Male
3894;7;Medium;3;Yes;Male
3895;7;Low;0;No;Male
3896;10;Low;3;No;Male
3897;4;Low;3;No;Male
3898;10;High;3;No;Male
3899;9;High;4;No;Female
3900;7;Medium;1;No;Female
3901;8;Low;3;Yes;Male
3902;6;Medium;5;No;Male
3903;7;Medium;3;No;Male
3904;10;Medium;3;No;Male
3905;6;High;3;No;Male
3906;7;Medium;3;No;Female
3907;6;High;6;No;Male
3908;6;High;2;No;Male
3909;6;Medium;2;No;Male
3910;5;Medium;3;No;Female
3911;7;Medium;3;Yes;Female
3912;7;Medium;4;No;Male
3913;6;Medium;2;No;Male
3914;4;Medium;1;No;Male
3915;7;Medium;1;No;Male
3916;7;Medium;1;No;Female
3917;10;High;2;No;Female
3918;7;Low;4;Yes;Female
3919;8;Medium;3;No;Male
3920;6;High;4;No;Male
3921;9;Low;2;Yes;Female
3922;6;High;4;No;Male
3923;8;Medium;2;No;Female
3924;8;High;2;Yes;Male
3925;8;High;4;No;Male
3926;10;Medium;0;No;Female
3927;6;Low;4;No;Male
3928;9;Medium;3;No;Male
3929;9;Low;5;Yes;Male
3930;7;High;2;No;Female
3931;10;Medium;3;No;Male
3932;7;Low;3;No;Male
3933;7;Medium;2;Yes;Female
3934;7;Low;3;Yes;Male
3935;5;Medium;3;No;Female
3936;8;Medium;5;No;Male
3937;8;Low;6;No;Female
3938;7;Medium;4;No;Male
3939;10;Low;2;No;Female
3940;6;Low;3;No;Female
3941;4;Low;3;No;Female
3942;10;High;3;No;Male
3943;9;Medium;3;No;Male
3944;8;Medium;3;Yes;Female
3945;6;Medium;4;No;Male
3946;8;Medium;5;No;Male
3947;5;Low;1;No;Female
3948;7;Low;4;No;Male
3949;6;Low;5;Yes;Female
3950;7;Low;3;No;Male
3951;8;Medium;1;No;Female
3952;5;Low;2;No;Male
3953;8;Medium;3;Yes;Male
3954;7;Low;2;Yes;Female
3955;8;Medium;2;No;Male
3956;7;High;4;No;Female
3957;8;Low;4;No;Female
3958;6;Low;2;No;Male
3959;4;Medium;3;No;Female
3960;5;Low;3;No;Male
3961;6;Low;4;No;Female
3962;5;Low;4;No;Male
3963;9;High;3;No;Female
3964;7;Medium;4;No;Female
3965;8;High;2;No;Male
3966;8;Medium;3;No;Female
3967;7;High;4;No;Male
3968;10;High;2;No;Male
3969;10;High;1;No;Male
3970;9;Low;5;No;Male
3971;6;Medium;2;No;Male
3972;9;Medium;4;No;Male
3973;4;Medium;2;No;Male
3974;9;Medium;4;Yes;Male
3975;4;Medium;2;No;Male
3976;7;High;3;No;Female
3977;9;High;4;No;Female
3978;8;High;3;Yes;Male
3979;5;Medium;1;No;Female
3980;7;Medium;3;Yes;Female
3981;8;Medium;3;No;Female
3982;7;Medium;2;Yes;Male
3983;6;High;3;No;Male
3984;8;High;4;No;Female
3985;9;Medium;6;Yes;Female
3986;7;High;4;No;Male
3987;9;Medium;2;No;Male
3988;7;Medium;2;No;Female
3989;6;High;2;No;Female
3990;9;Medium;3;No;Female
3991;9;Low;3;No;Male
3992;6;Medium;3;No;Male
3993;6;Medium;3;No;Male
3994;10;Low;2;No;Male
3995;7;Medium;2;No;Male
3996;7;High;3;Yes;Female
3997;7;High;4;No;Male
3998;9;Medium;2;No;Female
3999;10;Medium;3;No;Male
4000;7;Low;5;No;Male
4001;10;Medium;4;No;Male
4002;6;Medium;3;No;Male
4003;7;Medium;2;Yes;Female
4004;8;Medium;4;No;Male
4005;6;Low;3;No;Male
4006;8;High;3;No;Male
4007;6;Medium;4;No;Male
4008;5;Medium;3;No;Female
4009;4;Low;2;No;Male
4010;7;Medium;3;No;Female
4011;8;Low;2;No;Female
4012;5;High;2;No;Male
4013;7;High;3;No;Male
4014;7;Low;5;No;Female
4015;7;Medium;4;No;Female
4016;6;Low;2;No;Male
4017;7;High;4;No;Male
4018;7;Low;4;No;Male
4019;8;Low;4;No;Male
4020;5;Low;4;No;Male
4021;7;Medium;3;No;Male
4022;5;Low;3;No;Male
4023;7;Medium;3;No;Male
4024;5;Medium;3;No;Male
4025;6;Medium;3;No;Female
4026;7;Medium;3;No;Male
4027;6;Low;4;No;Female
4028;9;High;2;No;Male
4029;9;Low;4;No;Female
4030;8;High;4;Yes;Male
4031;8;Medium;2;No;Female
4032;7;Medium;3;No;Male
4033;9;Low;2;No;Male
4034;7;Low;3;No;Female
4035;10;Medium;3;No;Male
4036;6;Low;2;No;Female
4037;5;Medium;3;No;Male
4038;5;Medium;2;No;Male
4039;5;Low;4;No;Male
4040;5;Low;4;No;Female
4041;7;High;2;No;Male
4042;8;Medium;4;No;Female
4043;7;High;3;No;Male
4044;5;Low;1;Yes;Female
4045;6;Low;3;No;Male
4046;8;Medium;3;No;Male
4047;6;High;3;No;Male
4048;6;Medium;5;No;Male
4049;5;Medium;4;No;Male
4050;6;Low;2;No;Male
4051;6;High;1;No;Male
4052;7;Medium;3;No;Male
4053;8;Low;1;No;Male
4054;7;Medium;3;No;Male
4055;7;Low;3;No;Male
4056;8;Medium;2;No;Female
4057;5;Medium;1;No;Female
4058;10;Medium;2;No;Male
4059;6;Medium;2;No;Female
4060;8;Medium;3;No;Female
4061;5;Medium;2;No;Male
4062;7;Medium;5;No;Male
4063;7;Medium;1;No;Female
4064;9;Low;4;No;Female
4065;7;Medium;3;No;Female
4066;9;High;4;No;Female
4067;7;Medium;0;No;Male
4068;10;Low;2;No;Male
4069;4;Medium;2;No;Male
4070;8;Medium;3;No;Male
4071;4;Low;3;No;Male
4072;7;Medium;3;No;Male
4073;9;Low;3;No;Male
4074;9;High;3;Yes;Male
4075;8;Medium;4;No;Male
4076;7;Medium;2;No;Male
4077;8;Low;2;No;Male
4078;10;Medium;5;No;Male
4079;7;Low;4;No;Female
4080;8;Low;3;No;Female
4081;6;High;4;No;Male
4082;9;High;5;No;Male
4083;8;High;1;No;Female
4084;6;Low;2;No;Male
4085;8;Medium;3;No;Female
4086;8;High;3;No;Male
4087;8;Medium;3;No;Female
4088;7;Medium;3;No;Female
4089;9;Medium;1;No;Female
4090;6;Medium;4;No;Male
4091;7;High;2;No;Female
4092;7;Medium;4;No;Female
4093;9;Medium;3;No;Female
4094;6;Low;3;No;Male
4095;7;Medium;3;No;Female
4096;6;Low;3;No;Male
4097;7;Low;2;No;Male
4098;8;Medium;3;No;Male
4099;5;Medium;4;No;Male
4100;9;Low;2;No;Female
4101;8;High;2;No;Female
4102;6;Medium;3;No;Male
4103;6;Medium;2;No;Female
4104;9;Medium;3;No;Female
4105;8;Medium;3;No;Male
4106;6;Medium;1;No;Female
4107;6;High;4;No;Male
4108;8;Low;2;No;Male
4109;8;High;2;No;Male
4110;8;Medium;4;No;Male
4111;7;Medium;1;No;Male
4112;8;Medium;2;No;Female
4113;7;Medium;3;No;Female
4114;6;Medium;3;No;Male
4115;9;Low;5;No;Male
4116;8;Medium;3;No;Male
4117;6;Medium;2;No;Male
4118;7;Medium;4;No;Male
4119;7;Medium;1;No;Male
4120;6;Medium;2;No;Male
4121;7;Medium;4;No;Male
4122;6;Medium;2;Yes;Male
4123;8;High;3;No;Female
4124;7;Medium;4;No;Male
4125;5;Low;3;No;Male
4126;7;Medium;5;No;Male
4127;6;Medium;3;No;Female
4128;4;High;2;No;Female
4129;7;Low;4;No;Female
4130;9;Medium;2;Yes;Female
4131;7;Low;5;Yes;Male
4132;8;Medium;2;No;Female
4133;7;Medium;5;No;Male
4134;6;High;3;No;Male
4135;6;High;2;No;Female
4136;5;Medium;4;No;Male
4137;8;Medium;5;No;Female
4138;8;Medium;4;No;Male
4139;7;Medium;2;No;Female
4140;4;High;4;No;Male
4141;8;Low;0;No;Male
4142;6;Medium;4;No;Female
4143;7;Medium;3;No;Female
4144;5;Medium;1;No;Female
4145;7;Medium;3;No;Female
4146;7;Low;3;No;Female
4147;4;Low;5;No;Male
4148;9;High;3;No;Male
4149;7;Medium;4;Yes;Male
4150;7;Low;4;No;Male
4151;8;Low;3;No;Female
4152;7;High;3;No;Male
4153;8;Medium;3;No;Female
4154;5;Medium;4;No;Male
4155;7;Medium;1;No;Female
4156;4;Medium;3;No;Male
4157;7;Medium;5;No;Male
4158;9;Medium;3;No;Female
4159;5;High;2;No;Male
4160;6;Medium;2;No;Male
4161;4;Low;4;No;Male
4162;7;Low;4;No;Male
4163;8;Low;4;No;Male
4164;8;Medium;5;No;Female
4165;6;Medium;3;Yes;Male
4166;4;Medium;3;No;Male
4167;5;High;1;No;Male
4168;9;Medium;3;No;Female
4169;8;Medium;2;No;Female
4170;7;Medium;1;Yes;Male
4171;7;Medium;3;Yes;Male
4172;5;Medium;2;No;Male
4173;9;Low;3;No;Female
4174;6;Medium;2;No;Female
4175;8;Medium;4;No;Female
4176;5;Low;3;No;Male
4177;7;Low;4;No;Male
4178;9;Low;3;No;Male
4179;6;Medium;3;No;Male
4180;8;Medium;3;No;Male
4181;5;High;3;No;Male
4182;6;Medium;4;No;Female
4183;7;Low;2;No;Male
4184;8;High;4;Yes;Female
4185;7;High;2;No;Male
4186;8;Low;1;No;Female
4187;9;Low;5;No;Female
4188;6;Medium;2;No;Female
4189;5;High;6;No;Female
4190;6;High;4;No;Female
4191;9;Low;4;Yes;Male
4192;6;Medium;2;No;Male
4193;9;Medium;2;No;Female
4194;7;Medium;2;No;Female
4195;10;Medium;4;No;Female
4196;10;Low;3;No;Male
4197;9;Medium;3;No;Male
4198;5;Medium;2;No;Female
4199;4;Medium;2;No;Female
4200;7;Medium;3;No;Male
4201;8;Low;3;No;Male
4202;8;Medium;3;No;Male
4203;6;Low;2;Yes;Male
4204;5;Low;2;No;Male
4205;8;Medium;5;No;Male
4206;10;Medium;2;No;Female
4207;6;Medium;2;No;Male
4208;8;High;4;No;Male
4209;10;Medium;1;No;Female
4210;7;Medium;2;No;Female
4211;7;Medium;4;No;Female
4212;8;Medium;5;Yes;Male
4213;7;Medium;2;No;Female
4214;9;Medium;3;No;Male
4215;6;Low;3;No;Female
4216;7;Medium;2;No;Female
4217;5;Medium;3;No;Male
4218;7;Low;2;Yes;Male
4219;5;Medium;3;No;Male
4220;8;Low;4;Yes;Female
4221;5;Medium;2;No;Male
4222;8;Low;3;No;Female
4223;6;Low;4;No;Male
4224;10;Medium;2;No;Male
4225;9;Medium;4;Yes;Female
4226;8;High;4;No;Female
4227;5;Medium;2;No;Female
4228;6;High;5;No;Male
4229;6;High;5;No;Male
4230;6;Low;3;No;Male
4231;9;Low;3;No;Male
4232;7;Low;3;No;Male
4233;6;Medium;3;No;Female
4234;6;Medium;2;No;Male
4235;6;Low;3;No;Male
4236;8;Medium;3;Yes;Male
4237;5;Medium;1;No;Male
4238;7;Medium;4;No;Female
4239;8;Medium;1;No;Male
4240;4;High;3;No;Male
4241;5;Medium;3;No;Male
4242;7;High;4;No;Female
4243;9;Medium;3;No;Female
4244;9;Medium;2;No;Female
4245;6;Low;3;No;Male
4246;9;Low;5;No;Male
4247;7;Low;4;No;Female
4248;7;Low;5;No;Female
4249;7;Low;4;No;Female
4250;8;Medium;4;Yes;Female
4251;6;Medium;5;No;Male
4252;6;Medium;5;No;Female
4253;5;Low;3;No;Female
4254;8;Medium;3;No;Female
4255;8;Medium;1;No;Male
4256;8;High;3;No;Male
4257;5;Medium;2;No;Male
4258;6;Low;2;No;Male
4259;9;Low;3;No;Male
4260;7;Low;3;No;Female
4261;7;Low;1;Yes;Male
4262;7;Medium;4;No;Male
4263;8;Low;4;Yes;Male
4264;7;Low;3;No;Male
4265;6;Medium;4;No;Female
4266;8;Low;3;No;Male
4267;5;High;4;Yes;Male
4268;9;High;3;No;Female
4269;6;Medium;4;No;Female
4270;8;Medium;3;No;Male
4271;7;Low;4;No;Female
4272;6;Medium;2;No;Female
4273;9;Medium;3;Yes;Female
4274;8;Low;1;No;Male
4275;7;Low;3;Yes;Female
4276;10;Medium;5;No;Male
4277;8;Low;4;No;Male
4278;6;Medium;3;No;Male
4279;4;Medium;3;Yes;Male
4280;7;High;5;Yes;Female
4281;9;Medium;4;No;Male
4282;8;Low;3;No;Male
4283;9;Medium;4;No;Male
4284;6;Medium;3;No;Male
4285;7;High;4;No;Female
4286;7;Medium;2;No;Female
4287;7;Low;3;Yes;Female
4288;8;Low;2;No;Female
4289;9;Medium;3;No;Female
4290;10;High;2;No;Female
4291;9;High;5;No;Male
4292;8;Medium;4;No;Female
4293;6;High;1;No;Female
4294;7;Medium;1;No;Female
4295;8;Medium;3;No;Female
4296;7;Medium;2;No;Female
4297;6;Medium;2;No;Female
4298;6;Medium;5;No;Female
4299;8;Medium;3;Yes;Male
4300;7;Medium;2;No;Male
4301;7;Medium;2;No;Male
4302;7;Medium;5;No;Male
4303;6;Medium;3;No;Female
4304;7;Low;3;No;Female
4305;6;Low;3;No;Female
4306;6;Medium;3;No;Female
4307;5;High;5;No;Male
4308;7;Medium;3;No;Female
4309;8;Medium;2;No;Male
4310;9;Medium;2;Yes;Male
4311;5;Medium;3;No;Male
4312;9;Medium;4;No;Female
4313;7;Low;3;No;Female
4314;5;Medium;2;Yes;Female
4315;6;Low;3;Yes;Male
4316;4;Medium;2;No;Male
4317;5;Medium;2;No;Male
4318;10;Medium;2;No;Male
4319;6;High;2;No;Female
4320;8;Low;2;No;Male
4321;7;Medium;2;No;Female
4322;7;Low;3;No;Female
4323;8;High;2;Yes;Female
4324;4;Low;4;Yes;Male
4325;9;Medium;2;No;Female
4326;7;Low;1;No;Male
4327;6;Medium;3;No;Male
4328;8;Medium;3;No;Male
4329;6;Medium;2;No;Female
4330;7;Medium;5;No;Male
4331;7;Medium;3;No;Male
4332;8;Medium;4;No;Male
4333;7;Medium;3;No;Male
4334;5;Medium;4;No;Male
4335;8;Medium;5;No;Female
4336;7;Low;2;No;Female
4337;4;High;2;No;Female
4338;7;High;3;No;Female
4339;6;Low;3;No;Female
4340;8;Medium;4;No;Male
4341;6;Medium;3;No;Female
4342;5;Medium;3;No;Male
4343;9;Low;3;No;Male
4344;8;Medium;4;No;Female
4345;7;High;3;No;Female
4346;8;Low;4;No;Female
4347;8;High;3;Yes;Female
4348;7;High;3;No;Male
4349;5;Medium;2;No;Female
4350;7;Low;3;Yes;Male
4351;9;Low;3;No;Male
4352;8;Medium;3;Yes;Female
4353;7;Medium;2;Yes;Female
4354;8;Medium;4;No;Male
4355;7;High;4;No;Male
4356;9;High;2;No;Male
4357;9;Medium;3;No;Male
4358;5;High;2;No;Female
4359;9;Medium;2;No;Female
4360;10;Low;3;No;Female
4361;8;Low;4;No;Female
4362;8;Low;2;Yes;Male
4363;6;Medium;2;No;Male
4364;6;Medium;3;No;Male
4365;7;Low;2;No;Female
4366;6;High;4;No;Female
4367;5;High;4;No;Female
4368;7;Low;4;No;Male
4369;8;Low;3;No;Male
4370;5;Medium;2;No;Female
4371;7;Medium;2;No;Male
4372;7;Medium;2;No;Female
4373;7;Medium;3;No;Male
4374;8;Low;2;No;Male
4375;8;Medium;3;Yes;Female
4376;6;Medium;1;No;Male
4377;9;High;3;Yes;Female
4378;8;Medium;3;No;Female
4379;9;High;3;No;Male
4380;7;Low;3;No;Female
4381;7;Low;5;No;Male
4382;7;Medium;3;No;Male
4383;9;High;2;No;Female
4384;7;Medium;2;No;Male
4385;7;High;2;No;Male
4386;10;Low;3;No;Female
4387;5;Low;3;No;Male
4388;8;Low;3;No;Female
4389;7;Medium;2;No;Female
4390;7;High;2;No;Male
4391;6;Medium;3;Yes;Male
4392;6;Low;2;No;Male
4393;6;Medium;3;No;Male
4394;8;Low;2;Yes;Female
4395;8;Medium;2;No;Female
4396;4;Low;2;Yes;Male
4397;5;High;4;No;Female
4398;8;High;4;No;Female
4399;8;Medium;4;No;Female
4400;5;Low;4;No;Female
4401;8;Low;4;No;Female
4402;7;Low;3;Yes;Male
4403;8;Medium;4;No;Male
4404;6;Low;3;No;Female
4405;5;High;4;Yes;Male
4406;7;High;4;No;Male
4407;7;Low;3;No;Female
4408;7;Medium;4;No;Female
4409;6;Medium;2;No;Male
4410;10;Medium;3;No;Male
4411;4;Low;2;No;Male
4412;6;Low;4;No;Male
4413;6;Medium;3;No;Male
4414;7;Low;4;No;Male
4415;8;Medium;4;No;Male
4416;8;High;2;No;Male
4417;9;Medium;3;No;Male
4418;8;High;3;No;Male
4419;4;Medium;3;No;Male
4420;5;Medium;3;Yes;Male
4421;9;High;4;No;Female
4422;9;Medium;2;Yes;Male
4423;8;High;2;No;Female
4424;6;Medium;3;Yes;Female
4425;7;High;4;No;Male
4426;6;Low;3;Yes;Female
4427;5;Low;4;No;Male
4428;7;Low;3;No;Male
4429;10;Low;3;No;Male
4430;6;Medium;4;No;Male
4431;9;Low;3;No;Male
4432;6;Medium;2;No;Male
4433;5;Medium;5;No;Female
4434;8;Medium;5;No;Female
4435;7;High;4;No;Male
4436;9;Low;2;No;Male
4437;9;Low;3;No;Male
4438;7;Low;4;No;Male
4439;9;Low;3;No;Female
4440;6;Medium;3;No;Male
4441;6;High;3;No;Male
4442;9;Medium;3;No;Female
4443;5;Medium;1;No;Female
4444;7;High;4;No;Male
4445;9;High;4;No;Male
4446;9;High;3;No;Male
4447;6;High;0;No;Male
4448;9;Medium;5;No;Male
4449;5;Low;2;No;Male
4450;6;Medium;2;No;Female
4451;7;Low;2;No;Male
4452;8;Low;3;No;Male
4453;5;High;4;No;Male
4454;10;Medium;3;No;Male
4455;4;Medium;3;No;Female
4456;7;Medium;4;No;Male
4457;7;Medium;3;No;Male
4458;4;Medium;3;No;Male
4459;9;High;3;Yes;Male
4460;6;High;2;No;Male
4461;7;Low;1;No;Male
4462;7;Low;3;No;Male
4463;5;Medium;3;No;Male
4464;5;Medium;3;No;Male
4465;9;Medium;3;No;Female
4466;7;Medium;3;No;Female
4467;4;Medium;2;Yes;Female
4468;7;High;3;No;Female
4469;7;Medium;2;No;Male
4470;7;Low;1;No;Female
4471;4;High;4;No;Male
4472;7;Medium;2;No;Male
4473;6;High;5;No;Male
4474;7;High;1;No;Male
4475;8;Low;3;No;Female
4476;8;Medium;5;No;Male
4477;9;Medium;3;No;Male
4478;10;High;2;No;Male
4479;5;Medium;2;No;Male
4480;6;Low;3;No;Male
4481;8;Low;2;No;Male
4482;7;Medium;3;Yes;Male
4483;4;Medium;4;No;Female
4484;7;Low;3;No;Male
4485;9;Medium;4;No;Male
4486;5;Medium;3;No;Female
4487;7;High;5;No;Female
4488;4;Medium;4;No;Male
4489;8;Medium;4;No;Male
4490;7;Medium;3;No;Female
4491;6;Medium;4;No;Male
4492;6;High;2;No;Male
4493;5;Medium;3;No;Male
4494;9;Medium;4;No;Female
4495;6;Medium;2;No;Female
4496;8;Medium;3;No;Female
4497;6;Low;3;No;Male
4498;10;Medium;2;No;Male
4499;9;Medium;5;Yes;Male
4500;10;Medium;4;No;Female
4501;10;Medium;4;Yes;Female
4502;6;High;2;Yes;Male
4503;6;Medium;4;No;Female
4504;10;Low;1;No;Male
4505;7;Low;3;No;Male
4506;8;Low;4;No;Female
4507;6;High;3;No;Male
4508;6;High;2;Yes;Male
4509;8;Low;3;Yes;Male
4510;4;Medium;1;No;Female
4511;8;Medium;2;No;Female
4512;8;Low;4;No;Female
4513;6;Medium;4;No;Female
4514;7;High;1;No;Male
4515;7;High;2;No;Male
4516;7;Medium;4;No;Female
4517;8;Low;4;No;Male
4518;6;Medium;3;No;Female
4519;10;High;3;No;Female
4520;7;Low;3;No;Female
4521;7;Medium;4;No;Male
4522;10;Medium;2;No;Male
4523;4;Low;4;No;Female
4524;10;Medium;2;No;Female
4525;7;Low;2;No;Female
4526;6;High;4;No;Male
4527;5;Low;4;No;Male
4528;5;Medium;4;No;Female
4529;6;High;3;No;Female
4530;7;High;3;No;Female
4531;8;Medium;3;No;Male
4532;7;Low;3;No;Female
4533;6;Low;4;No;Male
4534;9;Medium;2;No;Female
4535;10;High;4;No;Male
4536;9;Low;5;No;Male
4537;6;Medium;2;No;Female
4538;8;Low;4;No;Male
4539;8;Low;3;No;Male
4540;9;Medium;4;No;Male
4541;6;Low;2;No;Female
4542;6;Medium;4;Yes;Male
4543;9;Medium;1;No;Male
4544;8;Low;2;No;Female
4545;5;Medium;2;No;Male
4546;8;Low;2;No;Male
4547;10;Medium;2;No;Male
4548;6;Medium;3;No;Female
4549;6;High;1;No;Male
4550;7;Low;3;No;Female
4551;8;Medium;3;No;Male
4552;7;Medium;4;Yes;Female
4553;9;Medium;4;Yes;Female
