AF_ID;Student_ID;Hours_Studied;Access_to_Resources;Extracurricular_Activities;Internet_Access;Peer_Influence
675;675;12;Low;No;Yes;Positive
676;676;15;Medium;No;Yes;Positive
677;677;13;Medium;No;Yes;Positive
678;678;31;High;Yes;Yes;Positive
679;679;26;Medium;Yes;Yes;Neutral
680;680;28;Medium;Yes;Yes;Neutral
681;681;24;Low;Yes;Yes;Negative
682;682;13;Medium;No;Yes;Neutral
683;683;17;Medium;Yes;Yes;Neutral
684;684;23;Low;Yes;Yes;Positive
685;685;13;High;Yes;Yes;Negative
686;686;24;Medium;Yes;Yes;Positive
687;687;19;Low;No;Yes;Negative
688;688;18;Medium;No;Yes;Negative
689;689;24;High;Yes;Yes;Positive
690;690;23;Low;No;Yes;Negative
691;691;18;Low;Yes;Yes;Neutral
692;692;27;Low;No;Yes;Negative
693;693;14;Low;Yes;Yes;Negative
694;694;24;Medium;No;Yes;Neutral
695;695;24;Medium;Yes;Yes;Neutral
696;696;18;Medium;No;Yes;Neutral
697;697;22;Medium;Yes;Yes;Neutral
698;698;12;High;Yes;No;Positive
699;699;26;Medium;Yes;Yes;Positive
700;700;19;High;Yes;Yes;Positive
701;701;17;Medium;No;Yes;Neutral
702;702;26;High;Yes;Yes;Positive
703;703;16;Medium;No;No;Positive
704;704;12;Medium;No;Yes;Positive
705;705;11;High;Yes;Yes;Neutral
706;706;24;Low;Yes;No;Positive
707;707;12;Medium;No;Yes;Neutral
708;708;31;High;Yes;Yes;Negative
709;709;8;High;Yes;Yes;Positive
710;710;30;Medium;No;Yes;Negative
711;711;21;Medium;Yes;Yes;Neutral
712;712;19;Medium;Yes;Yes;Neutral
713;713;17;High;Yes;Yes;Negative
714;714;22;Medium;No;Yes;Neutral
715;715;20;High;Yes;Yes;Negative
716;716;27;Low;No;No;Negative
717;717;21;Medium;Yes;Yes;Neutral
718;718;21;Medium;Yes;Yes;Negative
719;719;18;Medium;No;No;Positive
720;720;20;Medium;Yes;Yes;Positive
721;721;22;Low;Yes;Yes;Positive
722;722;10;Low;Yes;Yes;Neutral
723;723;12;Medium;No;Yes;Positive
724;724;24;Low;Yes;Yes;Neutral
725;725;21;Medium;No;Yes;Neutral
726;726;19;High;Yes;Yes;Negative
727;727;20;Medium;Yes;Yes;Positive
728;728;22;Medium;Yes;Yes;Neutral
729;729;17;High;No;Yes;Positive
730;730;15;Medium;No;Yes;Positive
731;731;21;High;No;Yes;Negative
732;732;14;Medium;Yes;Yes;Positive
733;733;22;Medium;Yes;Yes;Positive
734;734;10;Medium;No;Yes;Negative
735;735;26;Medium;No;Yes;Positive
736;736;23;Medium;No;Yes;Negative
737;737;22;Medium;Yes;Yes;Neutral
738;738;26;High;No;No;Positive
739;739;30;Medium;Yes;Yes;Neutral
740;740;26;Low;Yes;Yes;Neutral
741;741;9;Medium;No;Yes;Neutral
742;742;12;High;No;Yes;Neutral
743;743;16;Medium;Yes;Yes;Positive
744;744;20;Low;No;Yes;Negative
745;745;23;High;Yes;Yes;Neutral
746;746;16;High;Yes;Yes;Neutral
747;747;21;Low;No;Yes;Negative
748;748;15;High;Yes;Yes;Positive
749;749;16;Medium;Yes;Yes;Neutral
750;750;12;High;Yes;Yes;Neutral
751;751;14;Medium;Yes;Yes;Neutral
752;752;12;High;Yes;Yes;Positive
753;753;14;High;No;Yes;Positive
754;754;26;Low;Yes;Yes;Neutral
755;755;14;Low;Yes;No;Neutral
756;756;36;Medium;No;Yes;Neutral
757;757;23;Low;No;Yes;Positive
758;758;21;Medium;No;Yes;Positive
759;759;15;High;Yes;Yes;Neutral
760;760;24;Medium;Yes;Yes;Positive
761;761;17;Medium;No;Yes;Positive
762;762;21;Medium;Yes;Yes;Negative
763;763;35;Medium;Yes;Yes;Positive
764;764;19;Low;No;Yes;Positive
765;765;27;Medium;Yes;Yes;Neutral
766;766;16;High;No;Yes;Negative
767;767;20;High;No;Yes;Negative
768;768;31;High;No;Yes;Negative
769;769;16;High;No;Yes;Neutral
770;770;31;Medium;Yes;Yes;Negative
771;771;24;High;No;Yes;Neutral
772;772;17;Medium;No;No;Positive
773;773;24;Low;Yes;Yes;Neutral
774;774;26;Medium;No;Yes;Neutral
775;775;24;Low;No;Yes;Positive
776;776;11;Medium;No;Yes;Neutral
777;777;16;Medium;No;Yes;Neutral
778;778;19;Medium;Yes;Yes;Negative
779;779;20;Medium;Yes;Yes;Negative
780;780;24;High;Yes;Yes;Neutral
781;781;21;Medium;Yes;No;Positive
782;782;12;High;Yes;Yes;Neutral
783;783;22;Low;Yes;Yes;Positive
784;784;24;Medium;No;Yes;Neutral
785;785;23;Medium;Yes;Yes;Positive
786;786;26;High;Yes;Yes;Neutral
787;787;25;Medium;Yes;Yes;Neutral
788;788;23;Medium;No;Yes;Positive
789;789;20;Low;No;Yes;Positive
790;790;10;Medium;No;Yes;Positive
791;791;23;Medium;Yes;Yes;Neutral
792;792;21;High;Yes;Yes;Positive
793;793;22;Medium;No;Yes;Neutral
794;794;12;Low;Yes;No;Neutral
795;795;14;Medium;No;Yes;Neutral
796;796;26;Low;Yes;Yes;Positive
797;797;20;High;Yes;Yes;Positive
798;798;24;High;Yes;Yes;Positive
799;799;20;Medium;No;Yes;Positive
800;800;20;Medium;Yes;Yes;Positive
801;801;26;High;Yes;Yes;Neutral
802;802;17;Low;Yes;Yes;Neutral
803;803;21;Medium;Yes;Yes;Neutral
804;804;17;High;No;Yes;Positive
805;805;17;Medium;Yes;Yes;Neutral
806;806;18;Low;Yes;Yes;Positive
807;807;21;Medium;Yes;Yes;Positive
808;808;17;High;Yes;Yes;Negative
809;809;28;Low;Yes;Yes;Negative
810;810;15;Medium;Yes;Yes;Negative
811;811;19;High;No;No;Positive
812;812;17;High;No;Yes;Neutral
813;813;29;Medium;Yes;Yes;Positive
814;814;21;Medium;No;Yes;Negative
815;815;26;Medium;No;No;Neutral
816;816;11;Medium;Yes;Yes;Neutral
817;817;22;Medium;Yes;Yes;Positive
818;818;25;High;No;Yes;Positive
819;819;20;Low;No;Yes;Neutral
820;820;26;Low;Yes;Yes;Neutral
821;821;17;Medium;Yes;Yes;Negative
822;822;28;Medium;Yes;Yes;Positive
823;823;34;High;Yes;Yes;Negative
824;824;18;High;No;Yes;Negative
825;825;17;Medium;No;Yes;Neutral
826;826;29;Medium;No;Yes;Neutral
827;827;29;Medium;Yes;Yes;Positive
828;828;17;Medium;Yes;Yes;Positive
829;829;17;Medium;No;Yes;Negative
830;830;18;Medium;Yes;Yes;Positive
831;831;12;Low;No;Yes;Positive
832;832;14;Medium;No;Yes;Positive
833;833;14;Medium;No;Yes;Positive
834;834;15;Medium;No;No;Positive
835;835;20;Medium;No;Yes;Neutral
836;836;21;High;Yes;Yes;Negative
837;837;29;Medium;No;Yes;Positive
838;838;14;High;Yes;Yes;Negative
839;839;26;Medium;No;Yes;Neutral
840;840;19;Medium;Yes;Yes;Positive
841;841;20;Low;Yes;Yes;Positive
842;842;24;Medium;No;Yes;Positive
843;843;13;High;No;Yes;Neutral
844;844;22;Medium;No;Yes;Negative
845;845;21;Medium;Yes;Yes;Negative
846;846;23;Medium;No;Yes;Negative
847;847;22;Low;Yes;Yes;Positive
848;848;35;Medium;Yes;Yes;Negative
849;849;16;Medium;No;Yes;Positive
850;850;17;Medium;No;Yes;Neutral
851;851;16;High;Yes;Yes;Positive
852;852;17;Medium;Yes;Yes;Neutral
853;853;16;Medium;No;Yes;Neutral
854;854;27;Medium;No;Yes;Neutral
855;855;29;High;Yes;Yes;Positive
856;856;17;High;No;Yes;Negative
857;857;15;Low;No;Yes;Neutral
858;858;23;Medium;Yes;Yes;Negative
859;859;17;Medium;Yes;Yes;Positive
860;860;24;Low;Yes;Yes;Positive
861;861;21;Low;No;Yes;Positive
862;862;11;Low;Yes;Yes;Neutral
863;863;29;High;No;Yes;Positive
864;864;31;Medium;No;Yes;Neutral
865;865;16;Medium;No;Yes;Neutral
866;866;18;Medium;Yes;Yes;Positive
867;867;22;High;Yes;Yes;Neutral
868;868;22;Medium;No;Yes;Positive
869;869;24;Medium;No;Yes;Positive
870;870;32;Low;Yes;Yes;Positive
871;871;19;Medium;Yes;Yes;Positive
872;872;15;Medium;No;Yes;Neutral
873;873;12;Medium;Yes;Yes;Neutral
874;874;16;Medium;No;Yes;Positive
875;875;20;Medium;Yes;Yes;Negative
876;876;31;Medium;No;Yes;Neutral
877;877;17;Medium;Yes;Yes;Negative
878;878;21;Low;No;Yes;Neutral
879;879;20;Medium;Yes;Yes;Neutral
880;880;27;High;Yes;Yes;Neutral
881;881;35;High;Yes;Yes;Positive
882;882;17;High;No;Yes;Positive
883;883;17;Low;Yes;Yes;Positive
884;884;26;Medium;Yes;Yes;Positive
885;885;24;Medium;No;No;Neutral
886;886;31;Medium;Yes;Yes;Neutral
887;887;24;Low;Yes;Yes;Neutral
888;888;18;Medium;No;Yes;Positive
889;889;24;Medium;No;Yes;Positive
890;890;27;Medium;Yes;Yes;Positive
891;891;25;High;No;Yes;Positive
892;892;23;Medium;Yes;Yes;Positive
893;893;26;Low;Yes;Yes;Neutral
894;894;27;Low;Yes;Yes;Neutral
895;895;28;High;Yes;Yes;Positive
896;896;24;High;Yes;Yes;Positive
897;897;19;Low;Yes;Yes;Neutral
898;898;21;Medium;Yes;No;Positive
899;899;27;High;Yes;Yes;Positive
900;900;15;Medium;Yes;Yes;Negative
901;901;22;High;Yes;Yes;Positive
902;902;18;Medium;Yes;Yes;Positive
903;903;20;Low;Yes;Yes;Positive
904;904;28;High;No;Yes;Neutral
905;905;21;Medium;No;Yes;Neutral
906;906;20;Medium;No;Yes;Neutral
907;907;12;Medium;No;Yes;Neutral
908;908;24;High;Yes;Yes;Positive
909;909;24;Low;No;Yes;Negative
910;910;33;Medium;No;Yes;Neutral
911;911;18;Low;Yes;Yes;Negative
912;912;21;High;No;Yes;Neutral
913;913;21;Medium;Yes;Yes;Neutral
914;914;29;Medium;Yes;Yes;Positive
915;915;19;Medium;Yes;Yes;Positive
916;916;22;High;No;Yes;Positive
917;917;24;High;No;Yes;Negative
918;918;21;Medium;No;Yes;Positive
919;919;17;High;Yes;Yes;Positive
920;920;21;Medium;No;Yes;Positive
921;921;26;Low;Yes;Yes;Negative
922;922;14;High;Yes;Yes;Neutral
923;923;21;Medium;No;Yes;Neutral
924;924;16;Medium;Yes;Yes;Positive
925;925;27;High;Yes;Yes;Neutral
926;926;11;Medium;Yes;Yes;Neutral
927;927;17;Low;Yes;Yes;Negative
928;928;22;High;Yes;Yes;Positive
929;929;29;Medium;Yes;Yes;Negative
930;930;20;Medium;Yes;Yes;Neutral
931;931;17;Medium;Yes;Yes;Positive
932;932;31;Medium;Yes;Yes;Neutral
933;933;11;Medium;No;Yes;Positive
934;934;7;Medium;No;Yes;Negative
935;935;23;Medium;No;Yes;Positive
936;936;17;High;No;No;Positive
937;937;14;Medium;Yes;Yes;Positive
938;938;24;Medium;No;Yes;Neutral
939;939;21;High;No;Yes;Negative
940;940;17;High;Yes;Yes;Positive
941;941;12;Medium;Yes;Yes;Positive
942;942;25;Medium;No;Yes;Positive
943;943;24;Medium;Yes;Yes;Negative
944;944;19;Medium;No;Yes;Positive
945;945;31;Medium;No;Yes;Neutral
946;946;14;Medium;Yes;Yes;Positive
947;947;11;Low;Yes;Yes;Neutral
948;948;16;High;No;Yes;Neutral
949;949;20;High;Yes;Yes;Negative
950;950;21;Medium;No;Yes;Positive
951;951;19;Low;Yes;Yes;Positive
952;952;22;High;No;Yes;Neutral
953;953;12;High;Yes;Yes;Positive
954;954;29;High;No;Yes;Neutral
955;955;20;Medium;Yes;Yes;Neutral
956;956;27;Low;Yes;Yes;Negative
957;957;22;High;No;Yes;Neutral
958;958;23;Medium;Yes;Yes;Positive
959;959;23;High;Yes;Yes;Positive
960;960;23;Low;Yes;Yes;Positive
961;961;24;High;Yes;Yes;Neutral
962;962;28;Low;Yes;Yes;Neutral
963;963;21;Medium;No;Yes;Neutral
964;964;24;Medium;Yes;Yes;Negative
965;965;19;High;Yes;Yes;Positive
966;966;29;Low;Yes;Yes;Negative
967;967;16;Medium;No;Yes;Positive
968;968;31;Low;No;Yes;Negative
969;969;20;High;Yes;Yes;Positive
970;970;11;Medium;No;Yes;Negative
971;971;21;Medium;No;Yes;Positive
972;972;16;Low;Yes;Yes;Neutral
973;973;25;Medium;Yes;Yes;Negative
974;974;16;Medium;Yes;Yes;Positive
975;975;17;Medium;Yes;Yes;Neutral
976;976;9;High;No;Yes;Neutral
977;977;17;Low;Yes;Yes;Neutral
978;978;5;Medium;Yes;Yes;Neutral
979;979;10;High;Yes;Yes;Neutral
980;980;25;High;No;Yes;Neutral
981;981;25;High;Yes;Yes;Positive
982;982;23;Medium;Yes;Yes;Positive
983;983;14;Medium;No;Yes;Neutral
984;984;20;Low;Yes;No;Neutral
985;985;20;Low;Yes;Yes;Neutral
986;986;13;Medium;No;Yes;Negative
987;987;29;High;No;Yes;Positive
988;988;25;Low;Yes;Yes;Negative
989;989;19;Low;No;Yes;Positive
990;990;20;Medium;No;No;Neutral
991;991;21;Medium;Yes;Yes;Positive
992;992;8;Medium;Yes;Yes;Positive
993;993;19;Medium;No;Yes;Positive
994;994;16;Low;Yes;Yes;Positive
995;995;14;Medium;Yes;Yes;Negative
996;996;18;High;No;Yes;Neutral
997;997;31;Medium;Yes;Yes;Positive
998;998;24;High;Yes;Yes;Neutral
999;999;17;Medium;Yes;Yes;Positive
1000;1000;23;High;No;Yes;Positive
1001;1001;28;Medium;Yes;Yes;Neutral
1002;1002;26;High;No;Yes;Neutral
1003;1003;20;Medium;No;Yes;Negative
1004;1004;16;Medium;Yes;No;Neutral
1005;1005;24;Medium;No;Yes;Positive
1006;1006;22;Medium;No;Yes;Negative
1007;1007;25;Low;Yes;Yes;Negative
1008;1008;24;High;Yes;Yes;Positive
1009;1009;26;Medium;Yes;Yes;Positive
1010;1010;17;Medium;Yes;Yes;Neutral
1011;1011;28;Medium;Yes;Yes;Neutral
1012;1012;21;Low;Yes;Yes;Neutral
1013;1013;32;Medium;Yes;Yes;Positive
1014;1014;16;Medium;Yes;Yes;Positive
1015;1015;30;High;Yes;Yes;Neutral
1016;1016;21;Low;Yes;No;Neutral
1017;1017;16;High;Yes;Yes;Negative
1018;1018;17;Medium;Yes;Yes;Neutral
1019;1019;18;High;No;Yes;Positive
1020;1020;23;Low;Yes;Yes;Positive
1021;1021;23;High;No;Yes;Positive
1022;1022;17;Medium;Yes;Yes;Positive
1023;1023;20;Medium;No;Yes;Neutral
1024;1024;33;Low;Yes;Yes;Neutral
1025;1025;30;Medium;No;Yes;Negative
1026;1026;23;Low;Yes;Yes;Neutral
1027;1027;20;Medium;No;Yes;Positive
1028;1028;21;Medium;Yes;Yes;Negative
1029;1029;24;High;Yes;Yes;Negative
1030;1030;14;High;Yes;No;Neutral
1031;1031;18;Medium;No;Yes;Neutral
1032;1032;10;Medium;No;Yes;Neutral
1033;1033;22;Medium;Yes;No;Neutral
1034;1034;24;High;No;Yes;Positive
1035;1035;17;High;No;Yes;Negative
1036;1036;29;High;Yes;No;Negative
1037;1037;13;High;No;Yes;Positive
1038;1038;11;High;Yes;Yes;Neutral
1039;1039;21;High;Yes;No;Positive
1040;1040;26;Medium;No;Yes;Neutral
1041;1041;30;High;Yes;Yes;Negative
1042;1042;17;High;No;Yes;Neutral
1043;1043;26;Low;No;Yes;Positive
1044;1044;20;Low;No;Yes;Neutral
1045;1045;19;Medium;Yes;Yes;Positive
1046;1046;25;High;Yes;Yes;Negative
1047;1047;24;Medium;Yes;Yes;Neutral
1048;1048;11;Medium;No;Yes;Negative
1049;1049;29;High;Yes;Yes;Positive
1050;1050;28;Low;Yes;Yes;Positive
1051;1051;16;High;Yes;Yes;Negative
1052;1052;22;High;Yes;Yes;Negative
1053;1053;23;High;Yes;Yes;Positive
1054;1054;22;Low;Yes;Yes;Negative
1055;1055;17;High;Yes;Yes;Negative
1056;1056;16;Medium;No;Yes;Neutral
1057;1057;20;Medium;No;Yes;Negative
1058;1058;27;Medium;No;Yes;Neutral
1059;1059;23;Medium;Yes;Yes;Positive
1060;1060;18;High;No;No;Neutral
1061;1061;25;Medium;No;Yes;Negative
1062;1062;3;High;No;Yes;Neutral
1063;1063;27;Medium;Yes;Yes;Positive
1064;1064;10;Medium;No;Yes;Neutral
1065;1065;18;Medium;Yes;No;Positive
1066;1066;13;Medium;Yes;Yes;Neutral
1067;1067;12;High;Yes;Yes;Neutral
1068;1068;27;High;No;Yes;Neutral
1069;1069;17;Medium;Yes;Yes;Positive
1070;1070;22;High;Yes;No;Negative
1071;1071;20;Medium;No;Yes;Negative
1072;1072;23;Low;Yes;Yes;Positive
1073;1073;20;Medium;Yes;Yes;Neutral
1074;1074;12;Medium;Yes;Yes;Neutral
1075;1075;26;High;Yes;Yes;Neutral
1076;1076;17;Low;Yes;Yes;Positive
1077;1077;11;Medium;Yes;Yes;Negative
1078;1078;17;Low;No;Yes;Negative
1079;1079;29;Low;No;Yes;Neutral
1080;1080;25;Medium;Yes;Yes;Positive
1081;1081;18;Medium;Yes;Yes;Neutral
1082;1082;18;High;Yes;Yes;Positive
1083;1083;18;Medium;Yes;Yes;Neutral
1084;1084;32;Medium;Yes;Yes;Neutral
1085;1085;22;Medium;Yes;Yes;Positive
1086;1086;23;Low;Yes;No;Positive
1087;1087;26;High;Yes;Yes;Neutral
1088;1088;21;Low;Yes;Yes;Positive
1089;1089;18;Low;No;Yes;Neutral
1090;1090;19;Medium;No;Yes;Positive
1091;1091;20;High;No;Yes;Negative
1092;1092;20;High;No;Yes;Negative
1093;1093;24;Medium;Yes;Yes;Negative
1094;1094;20;Low;No;Yes;Positive
1095;1095;24;Medium;Yes;No;Negative
1096;1096;20;High;No;Yes;Positive
1097;1097;20;Medium;No;Yes;Negative
1098;1098;8;Medium;Yes;Yes;Positive
1099;1099;25;Low;Yes;Yes;Negative
1100;1100;22;Low;Yes;Yes;Positive
1101;1101;26;Medium;Yes;Yes;Neutral
1102;1102;3;Low;No;Yes;Negative
1103;1103;33;Medium;No;Yes;Neutral
1104;1104;19;Medium;Yes;Yes;Neutral
1105;1105;27;Medium;Yes;Yes;Neutral
1106;1106;14;Low;Yes;Yes;Negative
1107;1107;24;Medium;No;Yes;Neutral
1108;1108;14;High;No;Yes;Neutral
1109;1109;16;Low;Yes;Yes;Positive
1110;1110;31;Medium;No;No;Neutral
1111;1111;19;High;No;No;Positive
1112;1112;21;Medium;Yes;Yes;Positive
1113;1113;25;Low;No;Yes;Neutral
1114;1114;23;Low;Yes;Yes;Positive
1115;1115;21;Medium;Yes;Yes;Positive
1116;1116;22;Medium;Yes;Yes;Neutral
1117;1117;34;Medium;No;Yes;Negative
1118;1118;20;High;Yes;Yes;Positive
1119;1119;21;High;No;No;Neutral
1120;1120;26;Medium;No;Yes;Positive
1121;1121;27;High;No;Yes;Negative
1122;1122;27;Medium;No;Yes;Positive
1123;1123;24;Medium;Yes;Yes;Positive
1124;1124;13;Low;Yes;Yes;Negative
1125;1125;30;Medium;Yes;Yes;Neutral
1126;1126;13;Medium;Yes;Yes;Negative
1127;1127;22;Medium;No;Yes;Positive
1128;1128;15;Low;No;Yes;Positive
1129;1129;20;High;Yes;No;Positive
1130;1130;22;Low;No;Yes;Neutral
1131;1131;22;Low;No;Yes;Positive
1132;1132;23;Low;No;No;Positive
1133;1133;30;Low;Yes;Yes;Negative
1134;1134;23;High;No;Yes;Positive
1135;1135;19;High;Yes;Yes;Neutral
1136;1136;26;High;Yes;Yes;Neutral
1137;1137;27;High;Yes;No;Positive
1138;1138;13;Low;Yes;Yes;Neutral
1139;1139;24;Low;Yes;Yes;Positive
1140;1140;24;Medium;Yes;Yes;Positive
1141;1141;18;High;No;Yes;Positive
1142;1142;28;Medium;No;Yes;Neutral
1143;1143;19;Medium;No;Yes;Negative
1144;1144;21;Low;Yes;Yes;Neutral
1145;1145;19;Low;No;Yes;Negative
1146;1146;20;Medium;No;Yes;Negative
1147;1147;13;High;Yes;No;Neutral
1148;1148;11;Low;No;Yes;Positive
1149;1149;30;High;No;Yes;Positive
1150;1150;15;High;Yes;Yes;Positive
1151;1151;14;High;No;Yes;Neutral
1152;1152;7;High;No;Yes;Neutral
1153;1153;16;Low;No;Yes;Neutral
1154;1154;12;High;No;Yes;Neutral
1155;1155;30;Medium;No;Yes;Positive
1156;1156;26;High;No;Yes;Positive
1157;1157;16;Low;No;Yes;Neutral
1158;1158;34;Medium;No;Yes;Neutral
1159;1159;26;Low;No;Yes;Positive
1160;1160;18;Low;No;Yes;Positive
1161;1161;5;High;Yes;Yes;Positive
1162;1162;34;High;No;Yes;Neutral
1163;1163;12;Medium;Yes;Yes;Neutral
1164;1164;10;Medium;Yes;Yes;Negative
1165;1165;26;High;Yes;Yes;Neutral
1166;1166;35;Medium;Yes;Yes;Neutral
1167;1167;28;High;Yes;Yes;Positive
1168;1168;23;Medium;No;Yes;Negative
1169;1169;24;Medium;No;Yes;Positive
1170;1170;25;High;Yes;Yes;Neutral
1171;1171;25;Medium;No;Yes;Positive
1172;1172;22;Medium;No;Yes;Neutral
1173;1173;21;High;Yes;Yes;Positive
1174;1174;20;High;Yes;Yes;Neutral
1175;1175;15;High;Yes;Yes;Positive
1176;1176;18;Medium;No;Yes;Positive
1177;1177;10;Medium;Yes;Yes;Neutral
1178;1178;19;Medium;No;Yes;Positive
1179;1179;14;Low;Yes;Yes;Negative
1180;1180;13;High;Yes;Yes;Positive
1181;1181;21;Medium;Yes;Yes;Neutral
1182;1182;28;Medium;Yes;Yes;Negative
1183;1183;26;High;No;Yes;Neutral
1184;1184;11;High;Yes;No;Positive
1185;1185;14;Low;Yes;Yes;Negative
1186;1186;26;Medium;Yes;Yes;Neutral
1187;1187;14;High;No;Yes;Neutral
1188;1188;19;Medium;No;Yes;Negative
1189;1189;23;High;No;Yes;Positive
1190;1190;14;High;No;Yes;Neutral
1191;1191;21;Medium;Yes;Yes;Neutral
1192;1192;12;Medium;Yes;Yes;Neutral
1193;1193;16;Medium;Yes;Yes;Neutral
1194;1194;22;Medium;Yes;Yes;Negative
1195;1195;10;Medium;Yes;Yes;Positive
1196;1196;23;High;No;Yes;Positive
1197;1197;20;High;No;Yes;Positive
1198;1198;23;Medium;Yes;Yes;Negative
1199;1199;21;High;Yes;No;Positive
1200;1200;28;Medium;No;Yes;Neutral
1201;1201;21;High;No;Yes;Neutral
1202;1202;17;Low;Yes;Yes;Positive
1203;1203;21;Medium;Yes;Yes;Neutral
1204;1204;23;Medium;No;Yes;Positive
1205;1205;20;Medium;No;Yes;Negative
1206;1206;20;Low;Yes;Yes;Negative
1207;1207;16;High;Yes;Yes;Neutral
1208;1208;16;Medium;Yes;Yes;Neutral
1209;1209;12;High;No;Yes;Positive
1210;1210;30;Medium;Yes;Yes;Positive
1211;1211;13;Low;No;No;Neutral
1212;1212;16;Medium;Yes;Yes;Neutral
1213;1213;16;High;No;Yes;Neutral
1214;1214;25;Medium;No;Yes;Positive
1215;1215;18;Low;Yes;Yes;Positive
1216;1216;27;High;Yes;Yes;Neutral
1217;1217;16;Medium;Yes;Yes;Positive
1218;1218;22;Medium;No;Yes;Positive
1219;1219;15;Medium;Yes;Yes;Neutral
1220;1220;33;Medium;No;Yes;Positive
1221;1221;13;Medium;No;Yes;Positive
1222;1222;22;High;Yes;Yes;Neutral
1223;1223;24;High;No;Yes;Positive
1224;1224;22;Medium;No;Yes;Positive
1225;1225;19;Medium;No;Yes;Positive
1226;1226;19;Low;Yes;Yes;Negative
1227;1227;20;Low;No;Yes;Positive
1228;1228;19;Medium;Yes;Yes;Negative
1229;1229;26;Medium;No;Yes;Neutral
1230;1230;33;Low;Yes;Yes;Negative
1231;1231;17;Medium;No;No;Neutral
1232;1232;12;High;No;Yes;Positive
1233;1233;19;High;Yes;Yes;Neutral
1234;1234;35;Medium;Yes;No;Neutral
1235;1235;15;High;Yes;Yes;Neutral
1236;1236;30;Medium;Yes;Yes;Neutral
1237;1237;30;Medium;No;Yes;Positive
1238;1238;17;High;No;Yes;Positive
1239;1239;23;High;Yes;Yes;Negative
1240;1240;30;Medium;Yes;Yes;Negative
1241;1241;18;Medium;No;Yes;Positive
1242;1242;19;High;Yes;No;Negative
1243;1243;17;Medium;No;Yes;Positive
1244;1244;14;Medium;Yes;Yes;Positive
1245;1245;16;High;No;Yes;Neutral
1246;1246;13;Low;Yes;Yes;Neutral
1247;1247;20;Medium;Yes;Yes;Negative
1248;1248;15;High;Yes;Yes;Neutral
1249;1249;21;Medium;No;Yes;Neutral
1250;1250;11;Medium;Yes;Yes;Negative
1251;1251;22;Medium;No;Yes;Neutral
1252;1252;25;Medium;Yes;Yes;Positive
1253;1253;8;Medium;Yes;Yes;Neutral
1254;1254;22;Low;Yes;Yes;Neutral
1255;1255;27;Medium;Yes;Yes;Negative
1256;1256;13;Medium;Yes;Yes;Positive
1257;1257;30;Medium;Yes;Yes;Positive
1258;1258;23;Medium;No;Yes;Positive
1259;1259;16;Medium;No;Yes;Negative
1260;1260;20;Medium;No;Yes;Negative
1261;1261;23;Medium;Yes;No;Positive
1262;1262;20;Medium;Yes;Yes;Neutral
1263;1263;23;High;Yes;Yes;Neutral
1264;1264;14;High;Yes;No;Neutral
1265;1265;21;Medium;Yes;Yes;Positive
1266;1266;12;Low;Yes;Yes;Negative
1267;1267;19;Low;Yes;Yes;Neutral
1268;1268;15;Medium;Yes;Yes;Neutral
1269;1269;16;Medium;Yes;Yes;Neutral
1270;1270;27;Low;Yes;Yes;Negative
1271;1271;27;Medium;Yes;Yes;Neutral
1272;1272;24;High;No;Yes;Positive
1273;1273;13;Medium;Yes;Yes;Neutral
1274;1274;18;High;Yes;No;Neutral
1275;1275;27;Low;Yes;Yes;Positive
1276;1276;21;Low;Yes;Yes;Neutral
1277;1277;34;Low;No;Yes;Neutral
1278;1278;22;High;Yes;Yes;Positive
1279;1279;21;Medium;Yes;No;Negative
1280;1280;18;Medium;No;Yes;Neutral
1281;1281;21;Medium;Yes;Yes;Negative
1282;1282;19;High;No;Yes;Positive
1283;1283;24;Medium;No;Yes;Negative
1284;1284;26;Medium;Yes;Yes;Neutral
1285;1285;15;High;Yes;Yes;Neutral
1286;1286;12;Medium;No;Yes;Neutral
1287;1287;9;Medium;No;Yes;Neutral
1288;1288;23;Medium;No;Yes;Negative
1289;1289;13;High;Yes;Yes;Negative
1290;1290;7;Medium;Yes;Yes;Neutral
1291;1291;22;Low;No;Yes;Neutral
1292;1292;35;High;Yes;Yes;Positive
1293;1293;20;Medium;Yes;Yes;Positive
1294;1294;25;High;No;Yes;Positive
1295;1295;20;Medium;Yes;Yes;Positive
1296;1296;19;Medium;No;Yes;Neutral
1297;1297;26;Low;No;Yes;Positive
1298;1298;18;High;Yes;Yes;Negative
1299;1299;22;Medium;No;Yes;Neutral
1300;1300;22;Medium;No;Yes;Negative
1301;1301;16;Medium;Yes;Yes;Neutral
1302;1302;26;High;Yes;Yes;Negative
1303;1303;19;Medium;Yes;Yes;Negative
1304;1304;15;Low;No;Yes;Neutral
1305;1305;23;High;Yes;Yes;Negative
1306;1306;15;High;Yes;Yes;Positive
1307;1307;20;Medium;Yes;Yes;Positive
1308;1308;20;High;Yes;Yes;Neutral
1309;1309;27;Low;Yes;Yes;Neutral
1310;1310;23;Low;Yes;Yes;Positive
1311;1311;20;Medium;Yes;Yes;Positive
1312;1312;25;Low;Yes;Yes;Positive
