"student_id","sleep_hours","motivation_level","physical_activity","learning_desabilities","gender","exam_score","attendance","tutoring_sessions","teacher_quality","school_type","distance_from_home","previous_scores","parental_involvement","family_income","parental_education_level","hours_studied","access_to_resources","extraurricular_activities","internet_access","peer_influence"
1036,7,"Medium",4,"No","Female",74,91,2,"High","Private","Near",87,"Medium","Medium","College",29,"High","Yes","No","Negative"
1912,7,"Low",2,"Yes","Female",74,93,0,"Medium","Public","Near",98,"High","Medium","High School",33,"High","Yes","Yes","Negative"
6486,8,"High",4,"No","Male",74,84,6,"High","Public","Moderate",92,"Low","Low","High School",35,"Medium","Yes","Yes","Negative"
1885,7,"Low",4,"No","Female",74,97,2,"High","Private","Moderate",97,"High","Medium","High School",20,"High","Yes","Yes","Neutral"
1865,7,"High",2,"No","Male",74,97,2,"Medium","Public","Moderate",88,"Medium","Medium","High School",28,"Medium","Yes","Yes","Neutral"
1849,6,"Medium",4,"No","Female",74,93,6,"Medium","Private","Near",94,"High","High","High School",26,"Low","No","Yes","Negative"
213,5,"High",2,"No","Male",74,94,1,"High","Public","Near",79,"Medium","Low","Postgraduate",26,"High","No","Yes","Positive"
502,5,"Medium",2,"No","Male",74,93,2,"Medium","Public","Near",96,"High","Low","High School",31,"Low","Yes","Yes","Positive"
1833,6,"High",3,"No","Male",74,99,2,"Medium","Public","Near",94,"Medium","Medium","High School",26,"Medium","No","Yes","Positive"
4718,7,"Medium",2,"No","Male",74,96,2,"Medium","Public","Near",93,"Medium","Medium","College",27,"Medium","No","Yes","Neutral"
615,6,"High",5,"No","Female",74,85,1,"Medium","Public","Moderate",73,"Medium","High","High School",35,"High","Yes","Yes","Negative"
1761,10,"Medium",4,"No","Female",74,96,0,"High","Public","Moderate",52,"High","High","College",30,"Medium","Yes","Yes","Positive"
2599,8,"High",2,"No","Female",74,95,3,"Medium","Private","Far",88,"Medium","Medium","High School",27,"High","No","Yes","Positive"
5433,7,"Medium",4,"No","Male",74,99,3,"Medium","Public","Near",91,"High","Medium","College",21,"Medium","Yes","No","Positive"
329,8,"High",3,"No","Male",74,95,1,"High","Private","Near",86,"Medium","Medium","College",24,"High","Yes","Yes","Neutral"
6082,7,"Medium",4,"No","Male",74,100,2,"Medium","Public","Near",95,"High","Low","College",22,"Medium","No","Yes","Positive"
4871,4,"Low",4,"No","Male",74,90,2,"Medium","Public","Moderate",60,"High","Low","College",38,"Medium","Yes","Yes","Neutral"
4522,10,"Medium",2,"No","Male",74,99,1,"Medium","Private","Near",74,"Medium","Medium","College",26,"High","Yes","Yes","Neutral"
4355,7,"High",4,"No","Male",74,96,4,"Medium","Public","Moderate",99,"Low","Low","College",22,"High","Yes","Yes","Positive"
1655,6,"Low",4,"No","Male",74,91,3,"Medium","Public","Near",73,"High","High","Postgraduate",22,"High","Yes","Yes","Positive"
4850,6,"Low",3,"No","Male",74,98,3,"High","Public","Near",76,"Medium","Low",NULL,23,"High","Yes","Yes","Positive"
1756,6,"High",4,"No","Male",73,91,1,"High","Private","Far",69,"Medium","Medium","High School",28,"High","Yes","Yes","Neutral"
2752,5,"Low",4,"No","Male",73,98,2,"Medium","Private","Far",86,"Medium","Medium","High School",29,"High","No","Yes","Negative"
4617,5,"Medium",2,"No","Male",73,99,2,"Low","Public","Moderate",69,"Medium","Medium","Postgraduate",27,"Medium","Yes","Yes","Positive"
2813,7,"Medium",2,"No","Male",73,84,3,"Medium","Public","Near",72,"High","Medium","High School",30,"Medium","Yes","Yes","Positive"
2837,6,"Low",3,"No","Male",73,88,2,"Low","Public","Near",99,"Low","High","Postgraduate",31,"Medium","Yes","Yes","Negative"
6418,7,"Medium",3,"No","Male",73,93,5,"Medium","Public","Moderate",82,"Medium","Low","High School",29,"High","No","Yes","Negative"
1047,7,"Medium",4,"No","Female",73,89,2,"High","Private","Near",99,"High","Low","High School",24,"Medium","Yes","Yes","Neutral"
4634,8,"Low",4,"No","Male",73,87,2,"Medium","Public","Moderate",84,"High","High","College",25,"High","Yes","Yes","Positive"
2924,7,"Medium",4,"No","Male",73,98,2,"Medium","Public","Near",90,"Medium","Medium",NULL,20,"High","Yes","Yes","Positive"
5769,5,"Medium",2,"No","Male",73,94,2,"High","Private","Near",94,"High","Low","College",21,"High","No","Yes","Neutral"
1050,4,"High",2,"Yes","Female",73,89,3,"High","Public","Moderate",90,"High","Low","Postgraduate",28,"Low","Yes","Yes","Positive"
5767,6,"High",3,"No","Female",73,95,3,"Medium","Private","Near",96,"Medium","Low","Postgraduate",24,"Low","Yes","Yes","Neutral"
2954,9,"Medium",2,"No","Female",73,95,1,"Medium","Private","Near",70,"High","Low","Postgraduate",29,"Medium","No","No","Positive"
2957,4,"Low",4,"No","Male",73,98,1,"Medium","Public","Near",81,"Medium","Low","Postgraduate",26,"Medium","Yes","Yes","Positive"
3004,8,"Low",4,"No","Female",73,84,1,"Medium","Public","Near",98,"Low","Medium","Postgraduate",31,"Medium","Yes","Yes","Positive"
3112,8,"Medium",6,"No","Male",73,95,3,"Low","Public","Near",96,"Medium","Medium","Postgraduate",18,"High","No","Yes","Negative"
3143,7,"High",3,"No","Female",73,96,3,"High","Private","Near",95,"Medium","Medium","College",19,"Medium","Yes","Yes","Negative"
5674,6,"High",1,"No","Male",73,79,1,"Medium","Public","Near",95,"Medium","High","High School",37,"High","No","Yes","Negative"
3160,6,"Medium",4,"No","Female",73,98,4,"Medium","Public","Near",93,"Medium","Low","High School",22,"Medium","Yes","Yes","Neutral"
3168,6,"High",3,"No","Female",73,93,1,"High","Public","Near",67,"Medium","Medium","Postgraduate",21,"High","Yes","Yes","Positive"
5672,5,"Low",3,"No","Female",73,99,4,"Medium","Public","Near",97,"Medium","High","College",20,"Low","Yes","Yes","Neutral"
116,6,"Medium",3,"No","Female",73,89,1,"High","Public","Near",80,"High","High","High School",22,"High","Yes","Yes","Positive"
3229,5,"High",5,"No","Male",73,97,1,"High","Public","Moderate",82,"Medium","Low","College",25,"High","Yes","Yes","Negative"
6381,9,"Medium",3,"No","Female",73,94,1,"Medium","Public","Near",53,"Medium","Medium","High School",32,"High","Yes","Yes","Neutral"
3252,4,"High",2,"No","Male",73,93,1,"Low","Private","Near",96,"High","High","College",22,"Medium","Yes","Yes","Positive"
3272,8,"High",3,"No","Male",73,100,2,"High","Public","Near",94,"High","Medium","College",15,"High","No","Yes","Negative"
5605,5,"Low",2,"No","Male",73,94,2,"High","Public","Near",100,"Medium","Medium","Postgraduate",23,"High","No","Yes","Neutral"
4661,7,"Medium",4,"Yes","Female",73,97,1,"Low","Public","Near",74,"High","Medium","High School",29,"Medium","Yes","Yes","Positive"
553,7,"High",3,"No","Female",73,95,3,"High","Private","Moderate",52,"High","Medium","College",27,"Medium","No","Yes","Negative"
3320,6,"Medium",3,"No","Male",73,84,1,"Medium","Private","Far",95,"Medium","Low","Postgraduate",34,"High","Yes","Yes","Neutral"
3346,6,"High",5,"No","Female",73,88,4,"Medium","Private","Far",62,"Medium","Low","College",30,"Medium","Yes","Yes","Positive"
6272,5,"Low",2,"No","Female",73,92,1,"Medium","Public","Near",94,"High","Medium","Postgraduate",24,"Medium","Yes","Yes","Neutral"
6257,9,"Low",3,"No","Male",73,95,2,"Medium","Public","Near",67,"High","Medium","High School",28,"Medium","No","Yes","Neutral"
3373,5,"Medium",4,"No","Female",73,83,0,"High","Public","Near",99,"High","Medium","College",29,"High","No","Yes","Neutral"
3397,6,"High",3,"No","Male",73,95,2,"Medium","Public","Near",94,"Medium","Medium","High School",23,"Medium","Yes","Yes","Neutral"
4679,6,"Low",4,"No","Male",73,97,1,"High","Private","Near",77,"Medium","Low","Postgraduate",25,"Medium","Yes","Yes","Positive"
5550,6,"High",1,"No","Female",73,94,1,"High","Public","Near",65,"Medium","Low","High School",28,"High","Yes","Yes","Positive"
3435,6,"Low",3,"No","Female",73,93,2,"Medium","Public","Moderate",91,"Low","High",NULL,34,"Medium","No","Yes","Neutral"
5116,9,"High",3,"No","Male",73,97,2,"Medium","Public","Moderate",94,"High","Low","High School",23,"Low","Yes","Yes","Positive"
3453,9,"Medium",4,"No","Male",73,95,3,"Medium","Public","Far",68,"High","High","College",19,"High","Yes","Yes","Positive"
1234,7,"Low",4,"No","Male",73,90,0,"Medium","Private","Near",92,"High","Low","High School",35,"Medium","Yes","No","Neutral"
3462,8,"Medium",3,"No","Male",73,96,2,"Medium","Private","Near",67,"Medium","Medium","College",31,"Low","Yes","Yes","Neutral"
3513,6,"Low",4,"No","Male",73,87,1,"Medium","Public","Near",66,"High","Medium","High School",30,"High","Yes","Yes","Neutral"
5500,9,"High",4,"No","Male",73,87,2,"High","Private","Moderate",61,"High","Medium","High School",30,"Medium","Yes","Yes","Neutral"
3589,6,"Low",4,"No","Male",73,79,3,"High","Public","Near",90,"High","Medium","High School",27,"High","Yes","Yes","Positive"
226,7,"Low",3,"No","Female",73,98,1,"Medium","Private","Near",56,"Low","High","College",27,"High","Yes","Yes","Positive"
3618,6,"Medium",3,"No","Female",73,95,6,"High","Public","Far",94,"Medium","Low","High School",18,"High","Yes","Yes","Neutral"
3671,7,"Medium",1,"No","Female",73,98,4,"Medium","Public","Near",68,"Medium","Low","High School",26,"Medium","Yes","Yes","Positive"
5410,9,"High",0,"No","Female",73,92,2,"High","Public","Moderate",100,"Medium","Medium","Postgraduate",27,"Low","Yes","Yes","Positive"
3718,9,"Low",3,"No","Male",73,72,1,"Medium","Private","Near",88,"Medium","High","Postgraduate",34,"High","Yes","Yes","Positive"
4328,8,"Medium",3,"No","Male",73,90,2,"Medium","Public","Near",83,"High","Medium","College",25,"High","Yes","Yes","Negative"
5176,5,"Medium",5,"No","Male",73,77,2,"High","Public","Near",84,"High","High",NULL,31,"Medium","No","Yes","Positive"
4741,9,"High",1,"No","Female",73,87,1,"Medium","Private","Near",96,"High","Medium","College",23,"High","Yes","Yes","Positive"
5391,7,"Medium",2,"No","Male",73,100,2,"Medium","Public","Near",82,"High","High","High School",16,"High","Yes","Yes","Positive"
5385,6,"Medium",4,"No","Male",73,95,1,"Medium","Private","Moderate",75,"Medium","Medium","High School",25,"High","Yes","Yes","Positive"
4745,8,"Medium",2,"No","Male",73,86,4,"Low","Public","Far",78,"High","Medium","College",30,"Medium","No","Yes","Positive"
5384,7,"Medium",4,"No","Male",73,92,3,"Medium","Private","Near",52,"Low","High","College",30,"Medium","Yes","Yes","Positive"
1375,7,"Low",3,"No","Female",73,95,1,"Medium","Public","Moderate",91,"High","Low","High School",29,"Medium","Yes","Yes","Neutral"
3828,6,"High",0,"No","Female",73,87,3,"Medium","Private","Near",95,"Medium","High","High School",23,"High","No","Yes","Positive"
1385,5,"High",2,"No","Female",73,92,3,"High","Public","Near",86,"Medium","Medium","High School",24,"Medium","Yes","Yes","Neutral"
3837,7,"High",3,"No","Female",73,73,5,"High","Public","Near",73,"High","High","High School",27,"High","Yes","Yes","Negative"
3870,4,"Medium",3,"Yes","Male",73,93,4,"Medium","Private","Near",80,"High","Low","College",26,"Medium","No","Yes","Positive"
3907,6,"High",6,"No","Male",73,80,2,"Medium","Public","Near",96,"Medium","Low","High School",28,"High","No","Yes","Positive"
1422,5,"Low",3,"No","Female",73,93,1,"High","Public","Moderate",85,"High","High","College",26,"Medium","No","Yes","Positive"
5088,10,"Medium",3,"No","Male",73,87,1,"Medium","Private","Near",87,"High","Medium","College",23,"High","Yes","Yes","Positive"
642,9,"Medium",3,"No","Female",73,88,3,"Low","Public","Near",91,"Medium","Medium","High School",30,"Medium","No","Yes","Positive"
3983,6,"High",3,"No","Male",73,75,1,"Low","Public","Near",82,"Medium","High","College",39,"High","Yes","Yes","Negative"
4329,6,"Medium",2,"No","Female",73,88,1,"Medium","Public","Near",64,"High","High","College",30,"Medium","Yes","Yes","Neutral"
4004,8,"Medium",4,"No","Male",73,95,1,"Medium","Public","Near",94,"Medium","Medium","High School",23,"Medium","Yes","Yes","Positive"
1451,8,"Medium",5,"No","Female",73,94,2,NULL,"Private","Near",87,"High","Low","College",22,"Medium","Yes","Yes","Neutral"
4020,5,"Low",4,"No","Male",73,99,3,"High","Private","Near",72,"Medium","Medium","Postgraduate",19,"Medium","Yes","Yes","Neutral"
4029,9,"Low",4,"No","Female",73,91,3,"High","Public","Near",62,"High","Low","Postgraduate",30,"Medium","No","Yes","Negative"
5292,8,"Low",2,"No","Male",73,94,2,"High","Public","Near",94,"Medium","Medium","High School",23,"High","Yes","Yes","Positive"
5288,4,"High",5,"Yes","Male",73,96,5,"Medium","Public","Far",98,"Medium","Low","High School",28,"Medium","No","Yes","Neutral"
659,5,"Low",5,"No","Male",73,98,3,"High","Public","Near",66,"High","High","High School",21,"Medium","No","Yes","Positive"
4085,8,"Medium",3,"No","Female",73,87,2,"Low","Private","Near",95,"Medium","Medium","Postgraduate",28,"Medium","No","Yes","Positive"
1497,7,"Low",5,"No","Male",73,96,1,"Medium","Public","Moderate",97,"Medium","Low","College",32,"Low","Yes","Yes","Neutral"
5276,7,"Medium",2,"No","Female",73,95,2,"Medium","Private","Moderate",57,"High","High","College",25,"High","Yes","Yes","Negative"
1498,6,"High",4,"No","Male",73,92,0,"High","Public","Near",62,"High","Medium","College",27,"Medium","No","Yes","Positive"
4142,6,"Medium",4,"No","Female",73,86,0,"Low","Private","Near",87,"High","Low","College",30,"High","Yes","Yes","Positive"
671,9,"Low",3,"No","Male",73,97,1,NULL,"Public","Far",66,"High","Low","High School",27,"High","Yes","Yes","Positive"
4801,6,"High",3,"No","Male",73,94,0,"High","Public","Near",84,"High","Low","Postgraduate",23,"Medium","Yes","Yes","Neutral"
4200,7,"Medium",3,"No","Male",73,89,2,"High","Private","Moderate",58,"High","Medium","Postgraduate",23,"High","Yes","Yes","Positive"
1549,7,"Medium",4,"No","Male",73,95,7,"Medium","Public","Near",78,"Low","Low","High School",25,"Medium","No","Yes","Positive"
1550,9,"Medium",2,"No","Female",73,90,1,"High","Public","Near",53,"High","Medium","Postgraduate",27,"Medium","Yes","Yes","Positive"
119,8,"Medium",5,"No","Female",73,97,0,"Medium","Public","Near",81,"Low","High","High School",27,"High","Yes","Yes","Positive"
1582,6,"Medium",3,"No","Male",73,99,3,"Medium","Public","Moderate",57,"High","Low","College",27,"Medium","Yes","Yes","Neutral"
1607,8,"Medium",2,"No","Female",73,96,1,"Medium","Private","Near",100,"Medium","High","College",21,"High","No","Yes","Positive"
1621,6,"High",4,"No","Male",73,95,1,"High","Public","Near",66,"High","Medium","College",21,"Medium","Yes","Yes","Positive"
1660,7,"Low",3,"No","Male",73,99,2,"High","Public","Near",53,"High","Low","College",27,"Medium","No","Yes","Neutral"
1678,7,"Medium",4,"No","Female",73,90,1,"Low","Private","Near",94,"High","Low","High School",29,"Medium","Yes","Yes","Neutral"
1711,5,"Medium",4,"No","Female",73,99,0,"High","Public","Near",63,"Medium","Medium","High School",27,"High","No","Yes","Neutral"
2750,8,"High",4,"No","Female",73,99,0,"Medium","Public","Near",84,"High","High","High School",19,"Medium","Yes","Yes","Positive"
6075,6,"Medium",4,"No","Male",73,99,0,"Medium","Public","Near",57,"Medium","Low","Postgraduate",30,"Medium","Yes","Yes","Neutral"
6573,6,"Low",3,"No","Female",73,95,2,"High","Private","Moderate",77,"Low","High","High School",33,"Low","Yes","Yes","Positive"
4525,7,"Low",2,"No","Female",73,94,1,"High","Public","Moderate",70,"High","Medium","High School",27,"High","Yes","Yes","Neutral"
346,8,"High",4,"No","Male",73,99,4,"Medium","Public","Moderate",85,"Medium","Medium","High School",21,"Medium","No","Yes","Positive"
6340,9,"High",3,"No","Female",73,97,3,"High","Public","Near",83,"Low","Medium","Postgraduate",20,"Medium","Yes","Yes","Positive"
6048,7,"Medium",4,"No","Female",73,78,2,"Medium","Public","Near",80,"Medium","Medium","Postgraduate",29,"High","Yes","Yes","Positive"
1874,9,"Medium",2,"No","Female",73,98,1,"High","Private","Near",84,"Medium","Medium","Postgraduate",25,"Medium","Yes","Yes","Neutral"
1894,7,"Medium",3,"No","Female",73,93,5,"High","Public","Near",84,"High","Low","High School",19,"High","No","Yes","Negative"
1925,7,"Low",4,"No","Male",73,88,1,"High","Private","Near",83,"Medium","Low","Postgraduate",32,"Low","Yes","Yes","Positive"
4542,6,"Medium",4,"Yes","Male",73,93,0,"Medium","Public","Near",98,"High","Medium","High School",32,"Medium","No","Yes","Neutral"
1959,8,"Medium",1,"No","Male",73,81,2,"High","Public","Near",87,"Medium","High","Postgraduate",26,"High","Yes","Yes","Neutral"
813,6,"Medium",3,"No","Male",73,84,0,"High","Public","Far",90,"High","Medium","Postgraduate",29,"Medium","Yes","Yes","Positive"
6042,6,"Medium",2,"No","Female",73,96,2,"Medium","Public","Near",71,"Medium","Medium","College",27,"Medium","Yes","Yes","Neutral"
1990,6,"Medium",3,"No","Male",73,91,3,"Medium","Private","Near",89,"High","Medium","Postgraduate",23,"Medium","Yes","Yes","Negative"
5029,8,"Medium",3,"No","Male",73,95,1,"Medium","Public","Moderate",96,"Medium","Medium","Postgraduate",28,"Medium","No","Yes","Neutral"
2065,9,"Medium",2,"No","Female",73,93,2,"High","Public","Near",79,"High","Medium","Postgraduate",22,"Medium","No","Yes","Positive"
4567,9,"Medium",3,"No","Male",73,99,1,"High","Private","Near",74,"Medium","Medium","High School",25,"High","No","Yes","Negative"
6566,4,"High",3,"No","Male",73,89,1,"High","Private","Near",99,"Medium","High","Postgraduate",24,"Low","No","Yes","Positive"
2115,7,"High",3,"No","Female",73,92,0,"Medium","Public","Near",85,"High","Medium","College",24,"High","No","Yes","Positive"
2133,8,"Medium",2,"No","Female",73,95,2,"High","Public","Far",78,"High","Low","Postgraduate",24,"High","Yes","Yes","Negative"
2158,8,"Low",3,"No","Female",73,95,2,"High","Public","Near",85,"High","Low","College",18,"High","Yes","Yes","Positive"
2186,9,"Low",4,"No","Male",73,96,0,"High","Private","Near",56,"High","Low","High School",29,"High","Yes","Yes","Neutral"
2190,8,"Medium",1,"No","Male",73,93,0,"Medium","Public","Moderate",96,"High","Medium","Postgraduate",24,"Medium","Yes","Yes","Positive"
2192,5,"Medium",3,"No","Male",73,100,4,"Medium","Private","Moderate",93,"Low","Low","Postgraduate",23,"Medium","Yes","Yes","Neutral"
739,9,"Medium",3,"Yes","Male",73,88,1,"High","Private","Near",96,"High","Medium","High School",30,"Medium","Yes","Yes","Neutral"
